Lrise,Ga,Bo,maxVelocity,Ratio,max_ratio,L_bounce_center,L_bounce_upper,t_last
5,60,0.007,3.23273,1.0216,1.19139,1.6058,1.4348,3.93
5,60,0.01,3.20202,1.0305,1.23227,1.5599,1.3606,3.95
5,60,0.04,2.98299,1.11336,1.48296,1.3854,1.0923,4.12
5,60,0.07,2.81235,1.19139,1.65792,1.3328,0.9534,4.28
5,60,0.1,2.67217,1.26336,1.79982,1.3004,0.9199,4.39
5,60,0.4,1.94046,1.82882,2.77139,0.9687,0.4715,5.32
5,60,0.7,1.62629,2.06655,3.41442,0.7381,0.1169,6.11
5,60,1,1.48207,2.39603,3.82617,0.5724,0.0,6.8
5,50,0.001,3.18946,1.00259,1.06669,1.5844,1.5116,3.68
5,50,0.004,3.1577,1.01145,1.13754,1.4357,1.3033,3.87
5,50,0.007,3.12981,1.0197,1.18095,1.371,1.2039,3.87
5,50,0.01,3.10064,1.02772,1.2186,1.3303,1.1403,3.89
5,50,0.04,2.90185,1.1048,1.45273,1.1906,0.8954,4.07
5,50,0.07,2.74151,1.17594,1.61749,1.1557,0.8066,4.23
5,50,0.1,2.61283,1.24193,1.74975,1.1377,0.7494,4.36
5,50,0.4,1.92472,1.76145,2.63203,0.8498,0.3484,5.28
5,50,0.7,1.61871,1.99492,3.22881,0.6635,0.0163,6.07
5,50,1,1.47583,2.28708,3.59518,0.5235,0.0,6.75
5,40,0.001,3.0513,1.00246,1.06392,1.3427,1.2698,3.79
5,40,0.004,3.00341,1.01006,1.12482,1.1662,1.0409,3.84
5,40,0.007,2.98046,1.0176,1.16615,1.0917,0.9342,3.84
5,40,0.01,2.95641,1.02478,1.19881,1.0672,0.8933,3.85
5,40,0.04,2.78019,1.09347,1.41689,0.9585,0.6504,4.04
5,40,0.07,2.63971,1.15628,1.56239,0.9435,0.6157,4.19
5,40,0.1,2.52477,1.21492,1.6825,0.9329,0.5245,4.33
5,40,0.4,1.89479,1.66866,2.45932,0.7083,0.1844,5.24
5,40,0.7,1.60266,1.89969,2.99058,0.569,0.0,6.03
5,40,1,1.46361,2.15445,3.35357,0.4573,0.0,6.69
5,30,0.001,2.81244,1.00194,1.05566,0.9411,0.8759,3.8
5,30,0.004,2.77012,1.00835,1.10798,0.8059,0.6934,3.77
5,30,0.007,2.75003,1.01444,1.14381,0.7645,0.6258,3.79
5,30,0.01,2.732,1.02043,1.17294,0.7425,0.5822,3.82
5,30,0.04,2.58908,1.07712,1.36291,0.6805,0.4221,3.99
5,30,0.07,2.47611,1.12928,1.48553,0.6954,0.362,4.17
5,30,0.1,2.38087,1.17776,1.58859,0.6861,0.3393,4.32
5,30,0.4,1.83878,1.5539,2.23897,0.548,0.0046,5.25
5,30,0.7,1.5697,1.77308,2.69643,0.449,0.0,6.02
5,30,1,1.43657,1.98296,3.05331,0.371,0.0,6.65
5,20,0.001,2.43133,1.00155,1.04289,0.4671,0.4143,3.66
5,20,0.004,2.37343,1.00579,1.08207,0.3973,0.3004,3.75
5,20,0.007,2.36225,1.00994,1.10964,0.3829,0.266,3.81
5,20,0.01,2.34851,1.01413,1.13228,0.3764,0.2336,3.82
5,20,0.04,2.25479,1.05352,1.27836,0.377,0.1573,4.06
5,20,0.07,2.18026,1.0904,1.37197,0.4021,0.142,4.21
5,20,0.1,2.11556,1.12509,1.45106,0.4106,0.1034,4.34
5,20,0.4,1.71376,1.40243,1.95801,0.3567,0.0,5.41
5,20,0.7,1.49499,1.61038,2.33137,0.294,0.0,6.13
5,20,1,1.374,1.75533,2.65464,0.2468,0.0,6.71
5,20,4,0.998726,1.37584,5.84435,0.1281,0.0045,10.21
5,20,7,0.983638,1.32936,8.2916,0.0998,0.0,11.98
5,20,10,0.978237,1.30985,9.83049,0.071,0.0,13.16
5,20,20,0.972738,1.3026,14.0493,0.0,0.0042,14.67
5,15,0.001,2.13392,1.00112,1.03314,0.2299,0.1888,3.68
5,15,0.004,2.0643,1.00414,1.06367,0.2107,0.1373,3.88
5,15,0.007,2.05621,1.00719,1.08535,0.2077,0.1157,3.92
5,15,0.01,2.04793,1.01017,1.10295,0.2096,0.0927,3.94
5,15,0.04,1.9823,1.039,1.21871,0.2442,0.0378,4.16
5,15,0.07,1.93409,1.0662,1.29445,0.2713,0.0082,4.39
5,15,0.1,1.88941,1.09274,1.35821,0.2805,0.0003,4.57
5,15,0.4,1.58982,1.30979,1.78383,0.2406,0.0,5.63
5,15,0.7,1.41489,1.48158,2.10423,0.1975,0.0,6.33
5,15,1,1.3099,1.61189,2.39112,0.1655,0.0,6.87
5,15,4,0.973288,1.41081,5.30351,0.0822,0.0,10.15
5,15,7,0.957582,1.35753,7.70233,0.0641,0.0,11.86
5,15,10,0.952021,1.32136,9.31449,0.0428,0.0,12.89
5,15,20,0.946247,1.30285,12.7596,0.0024,0.008,16.71
5,10,0.001,1.72133,1.00069,1.01984,0.0744,0.0481,4.02
5,10,0.004,1.64415,1.00252,1.03855,0.0768,0.0295,4.27
5,10,0.007,1.63241,1.00434,1.05238,0.0849,0.0178,4.32
5,10,0.01,1.63043,1.00604,1.06406,0.0924,0.0097,4.38
5,10,0.04,1.59699,1.02372,1.14457,0.1269,0.0008,4.73
5,10,0.07,1.56896,1.04095,1.19872,0.1369,0.0,4.98
5,10,0.1,1.5457,1.05768,1.24519,0.1389,0.0,5.15
5,10,0.4,1.3741,1.2033,1.57735,0.1109,0.0,6.16
5,10,0.7,1.26079,1.32889,1.83387,0.0877,0.0,6.81
5,10,1,1.18291,1.4295,2.06953,0.0727,0.0,7.33
5,10,4,0.918229,1.4442,4.44629,0.0293,0.0,10.34
5,10,7,0.902092,1.3601,6.59538,0.0188,0.0,11.89
5,10,10,0.896697,1.33204,8.20333,0.0085,0.0,12.59
5,10,20,0.890918,1.31348,11.6318,0.0,0.0054,30.27
5,7.5,0.001,1.44419,1.00056,1.01127,0.0292,0.0141,4.5
5,7.5,0.004,1.37183,1.00174,1.02322,0.0379,0.0047,4.83
5,7.5,0.007,1.36286,1.00296,1.03286,0.0428,0.0005,4.93
5,7.5,0.01,1.36002,1.00415,1.04191,0.0466,0.0,4.99
5,7.5,0.04,1.34078,1.01643,1.10161,0.0645,0.0,5.35
5,7.5,0.07,1.32557,1.02813,1.14396,0.0673,0.0,5.59
5,7.5,0.1,1.3118,1.03986,1.18114,0.0661,0.0,5.77
5,7.5,0.4,1.20258,1.1489,1.45928,0.0456,0.0,6.72
5,7.5,0.7,1.12638,1.24324,1.67993,0.0326,0.0,7.34
5,7.5,1,1.06944,1.32606,1.88098,0.0242,0.0,7.83
5,7.5,4,0.860892,1.44415,3.82225,0.002,0.0,10.29
5,7.5,7,0.844762,1.36108,5.67049,0.0,0.0,11.13
5,7.5,10,0.839659,1.33352,7.08761,0.0,0.0007,30.47
5,7.5,20,0.834495,1.29856,10.133,0.0,0.0045,34.25
5,5,0.001,1.09538,1.00034,1.00349,0.0046,0.0031,5.73
5,5,0.004,1.04262,1.00107,1.00913,0.0037,0.0,6.14
5,5,0.007,1.03663,1.00182,1.01475,0.0043,0.0,6.21
5,5,0.01,1.03376,1.00255,1.01971,0.0052,0.0,6.26
5,5,0.04,1.02484,1.00987,1.05802,0.0081,0.0,6.63
5,5,0.07,1.01785,1.01713,1.08815,0.0059,0.0,6.8
5,5,0.1,1.01162,1.02443,1.11585,0.0048,0.0,6.94
5,5,0.4,0.961367,1.09246,1.33444,0.0,0.0,12.37
5,5,0.7,0.922437,1.15543,1.51558,0.0,0.0,14.37
5,5,1,0.891239,1.20893,1.67584,0.0,0.0,16.27
5,5,4,0.756847,1.49966,3.11903,0.0,0.0,25.34
5,5,7,0.73951,1.33728,4.44852,0.0,0.0,28.6
5,5,10,0.734414,1.30615,5.55045,0.0,0.0,37.26
5,5,20,0.729967,1.30335,8.21843,0.0,0.0002,41.11
5,2.5,0.001,0.654604,1.00018,1.0019,0.0002,0.0032,10.16
5,2.5,0.004,0.623974,1.00051,1.00553,0.0056,0.0033,15.44
5,2.5,0.007,0.619896,1.00084,1.00937,0.0004,0.0032,13.6
5,2.5,0.01,0.618143,1.00115,1.01217,0.0017,0.0032,13.35
5,2.5,0.04,0.614093,1.00438,1.03813,0.0,0.0004,13.66
5,2.5,0.07,0.612356,1.00752,1.06147,0.0,0.0004,15.03
5,2.5,0.1,0.61078,1.01068,1.08409,0.0,0.0,15.41
5,2.5,0.4,0.597807,1.04008,1.26325,0.0,0.0,19.83
5,2.5,0.7,0.587116,1.0673,1.41114,0.0,0.0,23.94
5,2.5,1,0.577666,1.09345,1.54402,0.0,0.0,26.34
5,2.5,4,0.535933,1.22304,2.66481,0.0,0.0,36.33
5,2.5,7,0.526137,1.27203,3.72001,0.0,0.0,41.73
5,2.5,10,0.522488,1.2673,4.74749,0.0,0.0,44.35
5,2.5,20,0.519074,1.26477,7.50726,0.0,0.0,56.55
5,1,0.001,0.296465,1.00011,1.00789,0.0,0.0033,24.38
5,1,0.004,0.282125,1.00021,1.00462,0.0034,0.0032,29.71
5,1,0.007,0.280071,1.00032,1.00769,0.0,0.0032,26.56
5,1,0.01,0.279233,1.00042,1.01114,0.0,0.0032,26.64
5,1,0.04,0.277597,1.00144,1.03575,0.0,0.0004,29.91
5,1,0.07,0.277161,1.00229,1.05955,0.0,0.0,31.56
5,1,0.1,0.276854,1.00345,1.08227,0.0,0.0,33.24
5,1,0.4,0.275107,1.01234,1.25578,0.0,0.0,39.93
5,1,0.7,0.273603,1.02056,1.39989,0.0,0.0,45.63
5,1,1,0.272344,1.02777,1.52947,0.0,0.0,48.77
5,1,4,0.26746,1.05591,2.61005,0.0,0.0,61.27
5,1,7,0.266391,1.05729,3.58033,0.0,0.0,67.48
5,1,10,0.265949,1.0602,4.49761,0.0,0.0,72.25
5,1,20,0.265731,1.05868,6.95114,0.0,0.0,80.68
3.75,100,0.001,3.08914,1.00256,1.07102,0.6557,0.5844,2.67
3.75,100,0.004,3.03026,1.01144,1.14541,1.8908,1.752,3.56
3.75,100,0.007,3.00788,1.01987,1.19256,1.8064,1.6304,3.56
3.75,100,0.01,2.98576,1.02819,1.23067,1.7711,1.5744,3.61
3.75,100,0.04,2.80326,1.10736,1.49155,1.6074,1.295,3.76
3.75,100,0.07,2.65288,1.17943,1.66796,1.5153,1.1025,3.88
3.75,100,0.1,2.53235,1.24585,1.81782,1.4789,1.0883,3.99
3.75,100,0.4,1.8391,1.74493,2.92151,1.1626,0.6558,4.78
3.75,100,0.7,1.58645,2.18373,3.61785,0.9097,0.3109,5.36
3.75,100,1,1.39798,2.63385,4.61379,0.822,0.0379,6.01
3.75,80,0.001,3.01079,1.00323,1.06619,1.7627,1.6913,3.26
3.75,80,0.004,2.96723,1.01086,1.13877,1.6586,1.523,3.47
3.75,80,0.007,2.94798,1.01884,1.18305,1.6097,1.4464,3.53
3.75,80,0.01,2.92381,1.02703,1.21988,1.5643,1.3714,3.52
3.75,80,0.04,2.75071,1.10101,1.466,1.4248,1.1365,3.71
3.75,80,0.07,2.60931,1.17097,1.63731,1.3516,0.9749,3.83
3.75,80,0.1,2.49417,1.23242,1.77433,1.3235,0.9469,3.94
3.75,80,0.4,1.83024,1.72171,2.79668,1.0546,0.555,4.72
3.75,80,0.7,1.58502,2.10844,3.43883,0.8315,0.2174,5.32
3.75,80,1,1.40177,2.50696,4.29338,0.7478,0.0,5.95
3.75,60,0.001,2.90819,1.00223,1.06365,1.4817,1.413,3.24
3.75,60,0.004,2.86087,1.00996,1.12974,1.3783,1.2559,3.45
3.75,60,0.007,2.84244,1.01724,1.17002,1.3361,1.1759,3.47
3.75,60,0.01,2.82162,1.02488,1.20488,1.2893,1.1052,3.46
3.75,60,0.04,2.66387,1.09272,1.42989,1.1753,0.8918,3.63
3.75,60,0.07,2.53745,1.15504,1.58942,1.1285,0.7895,3.76
3.75,60,0.1,2.43246,1.21398,1.71577,1.113,0.7358,3.87
3.75,60,0.4,1.81274,1.67126,2.62513,0.8969,0.3984,4.65
3.75,60,0.7,1.57759,1.99972,3.19305,0.7149,0.0655,5.27
3.75,60,1,1.40253,2.34403,3.88259,0.636,0.0,5.87
3.75,50,0.001,2.82543,1.00168,1.06114,1.3376,1.269,3.35
3.75,50,0.004,2.77865,1.00946,1.12136,1.2095,1.0871,3.41
3.75,50,0.007,2.76285,1.01608,1.16078,1.1417,0.9838,3.41
3.75,50,0.01,2.74503,1.02279,1.19471,1.1091,0.9353,3.42
3.75,50,0.04,2.59771,1.08617,1.40569,1.0148,0.6971,3.59
3.75,50,0.07,2.48058,1.14495,1.5574,0.9867,0.66,3.72
3.75,50,0.1,2.38132,1.19844,1.67407,0.9802,0.56,3.84
3.75,50,0.4,1.79727,1.62492,2.51058,0.7925,0.2838,4.61
3.75,50,0.7,1.56788,1.92814,3.03319,0.6386,0.0,5.23
3.75,50,1,1.39923,2.24052,3.62316,0.5652,0.0,5.83
3.75,40,0.001,2.70752,1.00169,1.05583,1.1304,1.0633,3.38
3.75,40,0.004,2.66479,1.0084,1.11254,0.9837,0.8624,3.38
3.75,40,0.007,2.64854,1.01447,1.14882,0.9234,0.7831,3.36
3.75,40,0.01,2.63133,1.02059,1.17851,0.8948,0.72,3.36
3.75,40,0.04,2.5024,1.07727,1.37621,0.8226,0.5469,3.55
3.75,40,0.07,2.39762,1.12978,1.51196,0.8154,0.4786,3.67
3.75,40,0.1,2.30826,1.17824,1.6193,0.817,0.441,3.81
3.75,40,0.4,1.77066,1.57351,2.36415,0.6683,0.1373,4.57
3.75,40,0.7,1.55122,1.83229,2.83321,0.547,0.0,5.22
3.75,40,1,1.38919,2.11181,3.33063,0.4804,0.0,5.78
3.75,30,0.001,2.5486,1.00183,1.05058,0.8273,0.7667,3.24
3.75,30,0.004,2.48288,1.00702,1.09906,0.6867,0.5778,3.26
3.75,30,0.007,2.47141,1.01224,1.13097,0.653,0.5176,3.29
3.75,30,0.01,2.45755,1.01727,1.1568,0.6361,0.4895,3.32
3.75,30,0.04,2.34886,1.06528,1.33135,0.5963,0.3464,3.48
3.75,30,0.07,2.263,1.11005,1.44716,0.6107,0.3002,3.65
3.75,30,0.1,2.18734,1.15203,1.54151,0.6125,0.2824,3.76
3.75,30,0.4,1.72186,1.48998,2.17486,0.5246,0.0005,4.58
3.75,30,0.7,1.51837,1.71478,2.5876,0.4329,0.0,5.22
3.75,30,1,1.36765,1.95147,3.00353,0.3779,0.0,5.75
3.75,20,0.001,2.24208,1.00131,1.04,0.4229,0.3737,3.1
3.75,20,0.004,2.1746,1.00514,1.07653,0.3539,0.2653,3.23
3.75,20,0.007,2.16482,1.00877,1.10212,0.3404,0.2327,3.27
3.75,20,0.01,2.15467,1.01248,1.1235,0.3363,0.2038,3.28
3.75,20,0.04,2.07904,1.04754,1.26123,0.3432,0.1361,3.49
3.75,20,0.07,2.02034,1.08022,1.35053,0.3707,0.1153,3.63
3.75,20,0.1,1.9662,1.11236,1.42556,0.3837,0.0799,3.76
3.75,20,0.4,1.61666,1.37303,1.9222,0.3456,0.0,4.69
3.75,20,0.7,1.44173,1.55292,2.27474,0.2863,0.0,5.31
3.75,20,1,1.31192,1.7307,2.60526,0.246,0.0,5.8
3.75,20,4,1.00028,1.38962,5.72831,0.1298,0.0034,8.76
3.75,20,7,0.984801,1.34138,8.01963,0.1039,0.0,10.35
3.75,20,10,0.979457,1.3152,9.47996,0.076,0.0,11.37
3.75,20,20,0.974745,1.29954,13.6664,0.0008,0.0041,15.08
3.75,15,0.001,2.00309,1.00107,1.03163,0.2172,0.1777,3.12
3.75,15,0.004,1.92226,1.00378,1.06,0.1931,0.1205,3.25
3.75,15,0.007,1.91769,1.00659,1.08079,0.1916,0.1037,3.31
3.75,15,0.01,1.91094,1.00936,1.09759,0.1949,0.0836,3.33
3.75,15,0.04,1.8556,1.03572,1.20901,0.2316,0.0293,3.55
3.75,15,0.07,1.81424,1.06104,1.28208,0.2579,0.0007,3.76
3.75,15,0.1,1.77581,1.08524,1.34373,0.2676,0.0,3.92
3.75,15,0.4,1.51026,1.29181,1.76081,0.2345,0.0,4.87
3.75,15,0.7,1.36257,1.44212,2.07127,0.1932,0.0,5.46
3.75,15,1,1.2547,1.58825,2.35418,0.1642,0.0,5.93
3.75,15,4,0.974638,1.4114,5.19598,0.083,0.0,8.73
3.75,15,7,0.958595,1.35099,7.48146,0.0657,0.0,10.27
3.75,15,10,0.953947,1.3276,9.03686,0.0448,0.0,11.22
3.75,15,20,0.947318,1.31277,12.3495,0.0,0.0005,12.26
3.75,10,0.001,1.64834,1.00066,1.01926,0.0725,0.047,3.29
3.75,10,0.004,1.56484,1.0024,1.03742,0.0743,0.0283,3.52
3.75,10,0.007,1.55321,1.00409,1.05085,0.0824,0.0155,3.56
3.75,10,0.01,1.55021,1.0059,1.06228,0.0895,0.0082,3.62
3.75,10,0.04,1.51924,1.02271,1.14096,0.1232,0.0009,3.96
3.75,10,0.07,1.49555,1.03879,1.19419,0.1332,0.0,4.19
3.75,10,0.1,1.47381,1.0542,1.23988,0.135,0.0,4.36
3.75,10,0.4,1.31534,1.19554,1.56586,0.1083,0.0,5.27
3.75,10,0.7,1.21289,1.30667,1.81713,0.0861,0.0,5.84
3.75,10,1,1.1343,1.41627,2.04754,0.0717,0.0,6.29
3.75,10,4,0.918436,1.49106,4.35406,0.029,0.0,8.91
3.75,10,7,0.902563,1.3626,6.4075,0.0182,0.0,10.27
3.75,10,10,0.8972,1.3448,7.93391,0.0082,0.0,10.91
3.75,10,20,0.891816,1.31958,11.2095,0.0,0.0021,29.42
3.75,7.5,0.001,1.38222,1.00057,1.01094,0.0282,0.0138,3.64
3.75,7.5,0.004,1.31436,1.00173,1.02265,0.037,0.0048,3.93
3.75,7.5,0.007,1.3057,1.00287,1.03213,0.0417,0.0002,4.02
3.75,7.5,0.01,1.30308,1.00408,1.04114,0.0454,0.0005,4.08
3.75,7.5,0.04,1.28451,1.01594,1.09985,0.0631,0.0005,4.43
3.75,7.5,0.07,1.26864,1.02731,1.1415,0.0657,0.0,4.66
3.75,7.5,0.1,1.25721,1.03857,1.17823,0.0648,0.0,4.83
3.75,7.5,0.4,1.15569,1.14285,1.4521,0.0447,0.0,5.7
3.75,7.5,0.7,1.08523,1.23221,1.66894,0.032,0.0,6.25
3.75,7.5,1,1.02901,1.31502,1.86536,0.0236,0.0,6.68
3.75,7.5,4,0.860137,1.39947,3.75217,0.002,0.0,8.81
3.75,7.5,7,0.845305,1.36766,5.53554,0.0,0.0,9.54
3.75,7.5,10,0.840065,1.33813,6.89609,0.0,0.0,27.69
3.75,7.5,20,0.834832,1.30615,9.85909,0.0,0.0004,32.53
3.75,5,0.001,1.05594,1.00032,1.0039,0.0045,0.0032,4.58
3.75,5,0.004,1.00689,1.00106,1.00895,0.0034,0.0,4.94
3.75,5,0.007,1.00061,1.00177,1.0145,0.004,0.0,5.0
3.75,5,0.01,0.997317,1.00252,1.01937,0.0049,0.0001,5.04
3.75,5,0.04,0.988696,1.00976,1.05715,0.0077,0.0,5.41
3.75,5,0.07,0.981897,1.017,1.08692,0.0055,0.0,5.57
3.75,5,0.1,0.979891,1.02397,1.11419,0.0044,0.0,5.7
3.75,5,0.4,0.930734,1.09143,1.33014,0.0,0.0,11.24
3.75,5,0.7,0.891916,1.14935,1.50868,0.0,0.0,13.15
3.75,5,1,0.860856,1.20214,1.66647,0.0,0.0,14.98
3.75,5,4,0.75301,1.38681,3.0824,0.0,0.0,23.63
3.75,5,7,0.741547,1.30984,4.37743,0.0,0.0,26.47
3.75,5,10,0.737227,1.30533,5.44764,0.0,0.0,34.05
3.75,5,20,0.732531,1.29051,7.87921,0.0,0.0001,40.0
3.75,2.5,0.001,0.639544,1.00019,1.0019,0.0002,0.0032,8.19
3.75,2.5,0.004,0.60618,1.00047,1.0055,0.0056,0.0033,13.32
3.75,2.5,0.007,0.602807,1.00079,1.00935,0.0004,0.0032,11.36
3.75,2.5,0.01,0.601876,1.0011,1.01211,0.0016,0.0032,11.18
3.75,2.5,0.04,0.59874,1.00434,1.03811,0.0,0.0005,11.6
3.75,2.5,0.07,0.596706,1.0075,1.06148,0.0,0.0005,12.99
3.75,2.5,0.1,0.595024,1.0108,1.08408,0.0,0.0008,13.38
3.75,2.5,0.4,0.581582,1.04095,1.26334,0.0,0.0,17.73
3.75,2.5,0.7,0.570773,1.06858,1.41132,0.0,0.0,21.78
3.75,2.5,1,0.561065,1.09398,1.54416,0.0,0.0,24.15
3.75,2.5,4,0.525262,1.18669,2.66476,0.0,0.0,33.92
3.75,2.5,7,0.518702,1.17761,3.71886,0.0,0.0,39.2
3.75,2.5,10,0.516558,1.18064,4.74572,0.0,0.0,41.73
3.75,2.5,20,0.515218,1.18031,7.50342,0.0,0.0,54.04
3.75,1,0.001,0.290634,1.00013,1.00405,0.0,0.0033,19.92
3.75,1,0.004,0.278308,1.00026,1.00462,0.0034,0.0032,24.87
3.75,1,0.007,0.277936,1.0004,1.00876,0.0,0.0032,21.81
3.75,1,0.01,0.277154,1.00054,1.01114,0.0,0.0032,21.88
3.75,1,0.04,0.278606,1.00215,1.03578,0.0,0.0005,25.13
3.75,1,0.07,0.277879,1.00363,1.05962,0.0,0.0,26.71
3.75,1,0.1,0.278043,1.00511,1.08223,0.0,0.0,28.43
3.75,1,0.4,0.274274,1.01908,1.25556,0.0,0.0,35.09
3.75,1,0.7,0.271901,1.0312,1.39978,0.0,0.0,40.8
3.75,1,1,0.270123,1.04104,1.52939,0.0,0.0,43.96
3.75,1,4,0.265599,1.05397,2.61012,0.0,0.0,56.47
3.75,1,7,0.264946,1.05665,3.58124,0.0,0.0,62.73
3.75,1,10,0.264674,1.05846,4.49802,0.0,0.0,67.33
3.75,1,20,0.264413,1.05798,6.95632,0.0,0.0,75.93
2.5,100,0.001,2.53029,1.00171,1.05928,0.4478,0.3879,2.09
2.5,100,0.004,2.45736,1.00877,1.11977,1.3231,1.2008,2.98
2.5,100,0.007,2.4499,1.01472,1.16029,1.3177,1.1678,3.01
2.5,100,0.01,2.43551,1.02061,1.19146,1.2932,1.1254,3.07
2.5,100,0.04,2.32648,1.07844,1.40656,1.2213,0.9611,3.21
2.5,100,0.07,2.23704,1.13192,1.55785,1.1704,0.8382,3.33
2.5,100,0.1,2.15571,1.18274,1.68811,1.1486,0.796,3.41
2.5,100,0.4,1.69403,1.58675,2.63922,1.0347,0.5384,4.07
2.5,100,0.7,1.39216,2.09232,3.51696,0.9167,0.2902,4.59
2.5,100,1,1.17054,1.70441,4.10543,0.7387,0.0002,5.02
2.5,80,0.001,2.48114,1.00191,1.05749,0.4597,0.4021,2.2
2.5,80,0.004,2.41306,1.0082,1.11498,1.1619,1.0489,2.9
2.5,80,0.007,2.40588,1.0139,1.15326,1.1834,1.0366,2.99
2.5,80,0.01,2.39378,1.01976,1.18354,1.1572,0.982,2.99
2.5,80,0.04,2.28927,1.07513,1.38901,1.0877,0.8125,3.16
2.5,80,0.07,2.20379,1.12609,1.5328,1.0436,0.7275,3.27
2.5,80,0.1,2.12596,1.17255,1.65595,1.0315,0.6568,3.36
2.5,80,0.4,1.68195,1.56024,2.54233,0.9321,0.4381,4.02
2.5,80,0.7,1.39216,2.01748,3.33658,0.8238,0.1732,4.53
2.5,80,1,1.17537,2.23352,3.88228,0.6802,0.0,4.99
2.5,60,0.001,2.39583,1.00154,1.0543,0.3796,0.3195,2.12
2.5,60,0.004,2.34524,1.0075,1.10846,1.0158,0.9001,2.9
2.5,60,0.007,2.33138,1.013,1.14267,0.9962,0.859,2.93
2.5,60,0.01,2.32086,1.0181,1.17054,0.9668,0.8111,2.95
2.5,60,0.04,2.22587,1.0687,1.3624,0.9077,0.6202,3.1
2.5,60,0.07,2.14611,1.11729,1.4971,0.875,0.5656,3.2
2.5,60,0.1,2.07583,1.16138,1.61256,0.8769,0.4866,3.31
2.5,60,0.4,1.66081,1.5154,2.40823,0.7925,0.2903,3.95
2.5,60,0.7,1.38913,1.92364,3.0932,0.7025,0.0267,4.48
2.5,60,1,1.18445,2.1411,3.57684,0.591,0.0,4.94
2.5,50,0.001,2.34125,1.00211,1.051,0.3751,0.319,2.11
2.5,50,0.004,2.28801,1.00698,1.10408,0.8595,0.7532,2.79
2.5,50,0.007,2.27665,1.0121,1.13642,0.8631,0.7326,2.9
2.5,50,0.01,2.26646,1.01701,1.16343,0.8365,0.6694,2.89
2.5,50,0.04,2.17772,1.0653,1.34416,0.7885,0.5263,3.07
2.5,50,0.07,2.10405,1.11004,1.47438,0.7716,0.4398,3.16
2.5,50,0.1,2.03804,1.15201,1.58003,0.7758,0.4124,3.28
2.5,50,0.4,1.64281,1.48673,2.31858,0.7041,0.1896,3.92
2.5,50,0.7,1.38393,1.85298,2.93614,0.6261,0.0,4.45
2.5,50,1,1.18894,2.05585,3.38117,0.5315,0.0,4.91
2.5,40,0.001,2.26656,1.00149,1.04859,0.8707,0.8153,2.8
2.5,40,0.004,2.20811,1.00639,1.09582,0.736,0.6354,2.82
2.5,40,0.007,2.19703,1.01097,1.1259,0.6976,0.5734,2.83
2.5,40,0.01,2.18813,1.01559,1.15163,0.6851,0.5401,2.86
2.5,40,0.04,2.10785,1.0591,1.3188,0.6467,0.4071,3.0
2.5,40,0.07,2.04085,1.09996,1.44056,0.6456,0.3294,3.13
2.5,40,0.1,1.98056,1.13843,1.53617,0.6556,0.313,3.25
2.5,40,0.4,1.61478,1.44342,2.20389,0.6012,0.0667,3.89
2.5,40,0.7,1.37332,1.77006,2.74411,0.5345,0.0,4.43
2.5,40,1,1.19157,1.97202,3.14458,0.4576,0.0,4.88
2.5,30,0.001,2.14784,1.00156,1.04294,0.674,0.6232,2.78
2.5,30,0.004,2.08232,1.00555,1.08544,0.5292,0.4325,2.72
2.5,30,0.007,2.07427,1.00954,1.11206,0.5051,0.3884,2.77
2.5,30,0.01,2.06601,1.01359,1.13489,0.4973,0.358,2.78
2.5,30,0.04,1.9967,1.05136,1.28715,0.4828,0.2364,2.94
2.5,30,0.07,1.94037,1.08724,1.39169,0.4911,0.2145,3.09
2.5,30,0.1,1.88831,1.12109,1.4746,0.5089,0.2055,3.19
2.5,30,0.4,1.56635,1.38993,2.05375,0.4782,0.0,3.9
2.5,30,0.7,1.3507,1.66037,2.50905,0.4224,0.0,4.43
2.5,30,1,1.18767,1.85542,2.86448,0.3635,0.0,4.86
2.5,20,0.001,1.95565,1.00149,1.03597,0.3375,0.2931,2.54
2.5,20,0.004,1.86496,1.00422,1.06748,0.2867,0.2097,2.66
2.5,20,0.007,1.85715,1.00732,1.08982,0.2782,0.1757,2.68
2.5,20,0.01,1.85147,1.01036,1.10876,0.2768,0.1628,2.74
2.5,20,0.04,1.79983,1.0392,1.23276,0.293,0.1018,2.89
2.5,20,0.07,1.75848,1.06702,1.31513,0.3227,0.0686,3.03
2.5,20,0.1,1.7207,1.0937,1.38326,0.34,0.039,3.17
2.5,20,0.4,1.46801,1.3058,1.84767,0.3192,0.0,3.99
2.5,20,0.7,1.2946,1.50761,2.20899,0.2772,0.0,4.49
2.5,20,1,1.16447,1.67301,2.51474,0.2382,0.0065,4.89
2.5,20,4,0.988029,1.35244,5.45416,0.1237,0.0,7.27
2.5,20,7,0.974204,1.31979,7.59372,0.0995,0.0,8.65
2.5,20,10,0.96904,1.31373,9.01341,0.0725,0.0,9.49
2.5,20,20,0.963634,1.2996,12.2381,0.0007,0.0,7.77
2.5,15,0.001,1.76487,1.00109,1.02809,0.1771,0.1413,2.47
2.5,15,0.004,1.68551,1.0033,1.05419,0.1664,0.0975,2.64
2.5,15,0.007,1.67675,1.00576,1.07303,0.1657,0.078,2.67
2.5,15,0.01,1.67151,1.00814,1.08814,0.169,0.0698,2.73
2.5,15,0.04,1.632,1.03121,1.19106,0.2085,0.0129,2.94
