Lrise,Ga,Bo,maxVelocity,Ratio,max_ratio,L_bounce_center,L_bounce_upper,t_last
15,20,0.07,2.56024,1.11884,1.41954,0.4729,0.1947,8.21
15,20,0.1,2.45553,1.16173,1.50452,0.4681,0.1555,8.49
15,20,0.4,1.89863,1.4743,2.03208,0.3744,0.0,10.71
15,20,0.7,1.65003,1.69056,2.4163,0.2971,0.0,12.25
15,20,1,1.49994,1.87135,2.77426,0.2465,0.0,13.47
15,20,4,1.0259,3.16441,6.35487,0.1302,0.0103,20.63
15,20,7,0.985183,1.32942,8.92063,0.0168,0.0,20.89
15,20,10,0.979767,1.30993,10.703,0.0053,0.0,20.68
15,20,20,0.974214,1.30265,16.7856,0.0,0.0036,26.35
15,15,0.001,2.42634,1.00135,1.03549,0.2773,0.2329,7.91
15,15,0.004,2.35975,1.00497,1.06915,0.2387,0.1593,8.17
15,15,0.007,2.35154,1.00864,1.09267,0.2352,0.1344,8.24
15,15,0.01,2.33742,1.01218,1.11187,0.2352,0.1152,8.26
15,15,0.04,2.24294,1.04624,1.23496,0.2658,0.0585,8.66
15,15,0.07,2.17208,1.07819,1.31472,0.2928,0.023,9.02
15,15,0.1,2.11109,1.10839,1.38136,0.3004,0.0045,9.33
15,15,0.4,1.73401,1.34749,1.82236,0.2488,0.0,11.42
15,15,0.7,1.5427,1.52834,2.15592,0.1996,0.0,12.84
15,15,1,1.41825,1.68294,2.46292,0.1667,0.0,13.97
15,15,4,1.00932,2.72832,5.69651,0.0829,0.0,20.41
15,15,7,0.959183,1.3575,8.35449,0.0565,0.0,23.26
15,15,10,0.953602,1.32778,10.1681,0.0296,0.0,24.68
15,15,20,0.947785,1.30294,14.667,0.0,0.0039,29.41
15,10,0.001,1.85287,1.00081,1.02048,0.0776,0.0505,9.43
15,10,0.004,1.77112,1.00266,1.03992,0.0799,0.0311,9.93
15,10,0.007,1.76453,1.00459,1.05427,0.0883,0.0202,10.0
15,10,0.01,1.76179,1.00658,1.06636,0.0957,0.0102,10.06
15,10,0.04,1.72024,1.02545,1.14875,0.1312,0.0011,10.56
15,10,0.07,1.69139,1.04379,1.20459,0.1415,0.0,10.9
15,10,0.1,1.66499,1.0615,1.25204,0.1431,0.0,11.17
15,10,0.4,1.47263,1.21938,1.59335,0.1135,0.0,12.96
15,10,0.7,1.35147,1.3517,1.85879,0.0891,0.0,14.23
15,10,1,1.26967,1.46846,2.10575,0.0737,0.0,15.24
15,10,4,0.962346,2.2579,4.68973,0.0298,0.0,20.86
15,10,7,0.90385,1.37049,7.05399,0.0181,0.0,23.33
15,10,10,0.898369,1.33199,8.87456,0.0069,0.0,24.52
15,10,20,0.892594,1.32418,12.6176,0.0,0.0001,30.87
15,7.5,0.001,1.53631,1.00055,1.01159,0.0302,0.0146,11.02
15,7.5,0.004,1.46287,1.00175,1.02385,0.0389,0.0053,11.68
15,7.5,0.007,1.45332,1.00309,1.03372,0.0441,0.0003,11.82
15,7.5,0.01,1.44985,1.00431,1.04304,0.0477,0.0001,11.9
15,7.5,0.04,1.4285,1.01702,1.10367,0.0661,0.0005,12.37
15,7.5,0.07,1.41162,1.02962,1.14691,0.069,0.0,12.69
15,7.5,0.1,1.39704,1.04198,1.18501,0.0679,0.0,12.93
15,7.5,0.4,1.28023,1.15788,1.46988,0.0471,0.0,14.54
15,7.5,0.7,1.20128,1.25966,1.69585,0.0334,0.0,15.67
15,7.5,1,1.14484,1.35314,1.90496,0.0247,0.0,16.61
15,7.5,4,0.907624,1.98593,3.98428,0.0029,0.0,21.41
15,7.5,7,0.851019,2.23507,5.98233,0.0,0.0,22.88
15,7.5,10,0.841532,1.33328,7.5564,0.0,0.0021,47.63
15,7.5,20,0.836163,1.29885,10.936,0.0,0.005,46.54
15,5,0.001,1.15346,1.00035,1.00377,0.0048,0.0032,14.4
15,5,0.004,1.10578,1.00112,1.00936,0.004,0.0,15.2
15,5,0.007,1.09856,1.00189,1.01507,0.0046,0.0,15.32
15,5,0.01,1.09543,1.00267,1.02017,0.0058,0.0,15.39
15,5,0.04,1.08714,1.01038,1.0591,0.0086,0.0,15.84
15,5,0.07,1.08044,1.0181,1.08983,0.0065,0.0,16.07
15,5,0.1,1.07445,1.02568,1.11792,0.0052,0.0,16.27
15,5,0.4,1.02402,1.0994,1.34104,0.0,0.0,22.02
15,5,0.7,0.98408,1.16755,1.52581,0.0,0.0,24.31
15,5,1,0.951662,1.23068,1.6906,0.0,0.0,26.6
15,5,4,0.801099,1.67419,3.19969,0.0,0.0,37.74
15,5,7,0.762481,1.85906,4.62378,0.0,0.0,42.7
15,5,10,0.748186,1.89259,5.8139,0.0,0.0,50.91
15,5,20,0.736833,1.86233,8.50229,0.0,0.0003,54.81
15,2.5,0.001,0.707314,1.00016,1.0019,0.0002,0.0032,24.34
15,2.5,0.004,0.676012,1.00054,1.00556,0.0051,0.0033,29.92
15,2.5,0.007,0.671787,1.00088,1.00941,0.0004,0.0032,28.92
15,2.5,0.01,0.670035,1.00121,1.01226,0.0019,0.0032,28.59
15,2.5,0.04,0.665863,1.00459,1.03838,0.0,0.0004,28.71
15,2.5,0.07,0.664156,1.00797,1.06163,0.0,0.0004,29.97
15,2.5,0.1,0.662554,1.01134,1.08439,0.0,0.0009,30.57
15,2.5,0.4,0.649127,1.04384,1.26412,0.0,0.0,35.27
15,2.5,0.7,0.637796,1.07508,1.41244,0.0,0.0,39.43
15,2.5,1,0.627767,1.10456,1.54488,0.0,0.0,41.93
15,2.5,4,0.575583,1.31073,2.667,0.0,0.0,53.94
15,2.5,7,0.559561,1.41637,3.72595,0.0,0.0,59.77
15,2.5,10,0.553159,1.44874,4.75405,0.0,0.0,62.81
15,2.5,20,0.547802,1.45025,7.48876,0.0,0.0,88.18
15,1,0.001,0.325607,1.0001,1.0018,0.0,0.0033,55.65
15,1,0.004,0.310468,1.0002,1.00462,0.0,0.0032,58.25
15,1,0.007,0.30838,1.00028,1.00877,0.0,0.0032,59.38
15,1,0.01,0.307524,1.00037,1.01114,0.0,0.0032,59.53
15,1,0.04,0.305775,1.00123,1.03577,0.0,0.0004,62.97
15,1,0.07,0.305355,1.00209,1.05958,0.0,0.0,64.66
15,1,0.1,0.305059,1.00295,1.0823,0.0,0.0,66.38
15,1,0.4,0.303341,1.01142,1.25585,0.0,0.0,73.28
15,1,0.7,0.301883,1.01956,1.4,0.0,0.0,79.17
15,1,1,0.300549,1.02722,1.52959,0.0,0.0,82.47
15,1,4,0.293063,1.08025,2.61041,0.0,0.0,95.95
15,1,7,0.290592,1.11124,3.5812,0.0,0.0,102.54
15,1,10,0.289461,1.1322,4.49812,0.0,0.0,107.41
15,1,20,0.288299,1.14963,6.9531,0.0,0.0,116.05
12.5,100,0.001,5.26216,1.00701,1.11483,4.3906,4.2753,5.85
12.5,100,0.004,5.17032,1.02934,1.23752,4.1569,3.9627,6.02
12.5,100,0.007,5.07573,1.05135,1.31931,3.9696,3.7268,6.07
12.5,100,0.01,4.97746,1.07239,1.38663,3.8012,3.5432,6.14
12.5,100,0.04,4.29836,1.26679,1.80537,3.1998,2.7961,6.47
12.5,100,0.07,3.85077,1.43379,2.0952,2.956,2.4619,6.8
12.5,100,0.1,3.52069,1.5803,2.34805,2.7329,2.303,7.05
12.5,100,0.4,2.2655,2.50261,3.70391,1.2853,0.8058,9.01
12.5,100,0.7,1.92354,2.86685,4.31096,0.9039,0.4021,10.83
12.5,100,1,1.82302,2.67938,5.46187,0.9496,0.3328,12.47
12.5,80,0.001,5.04928,1.00655,1.10981,4.0276,3.9148,6.08
12.5,80,0.004,4.97775,1.02734,1.22441,3.6343,3.4423,6.0
12.5,80,0.007,4.88346,1.04693,1.29857,3.4359,3.2039,6.03
12.5,80,0.01,4.80035,1.06615,1.36601,3.3099,3.0541,6.08
12.5,80,0.04,4.1777,1.24274,1.75014,2.7764,2.4026,6.42
12.5,80,0.07,3.76155,1.3971,2.01319,2.5634,2.1425,6.73
12.5,80,0.1,3.45603,1.52825,2.24432,2.3866,1.8666,7.03
12.5,80,0.4,2.2506,2.35523,3.4996,1.2141,0.7257,8.98
12.5,80,0.7,1.89558,2.70701,4.27178,0.8971,0.3581,10.75
12.5,80,1,1.7419,2.79917,4.78745,0.7349,0.1553,12.2
12.5,60,0.001,4.75439,1.0058,1.09803,3.1848,3.0815,5.76
12.5,60,0.004,4.67688,1.02382,1.2028,2.8895,2.7125,5.96
12.5,60,0.007,4.58728,1.04063,1.26915,2.7198,2.5101,5.98
12.5,60,0.01,4.51902,1.05771,1.32705,2.6403,2.3962,6.03
12.5,60,0.04,3.97772,1.20867,1.67312,2.2087,1.8575,6.35
12.5,60,0.07,3.6136,1.34099,1.90241,2.0548,1.6626,6.66
12.5,60,0.1,3.33876,1.45369,2.09824,1.9102,1.4469,6.97
12.5,60,0.4,2.21939,2.15478,3.14442,1.0745,0.578,8.93
12.5,60,0.7,1.86005,2.48881,3.95562,0.7924,0.2306,10.59
12.5,60,1,1.68163,2.70751,4.3018,0.591,0.0017,11.95
12.5,50,0.001,4.49137,1.00519,1.09362,2.6378,2.5399,5.69
12.5,50,0.004,4.44518,1.02128,1.18647,2.4077,2.2336,5.92
12.5,50,0.007,4.35256,1.03602,1.24695,2.2517,2.0532,5.95
12.5,50,0.01,4.30129,1.0511,1.29929,2.1963,1.9514,6.0
12.5,50,0.04,3.82136,1.18541,1.61417,1.8466,1.4752,6.35
12.5,50,0.07,3.49216,1.30424,1.82449,1.7342,1.2731,6.66
12.5,50,0.1,3.24305,1.40435,1.99743,1.6167,1.2012,6.9
12.5,50,0.4,2.19064,2.02329,2.94783,0.9517,0.4614,8.9
12.5,50,0.7,1.83589,2.3439,3.66797,0.6965,0.1121,10.49
12.5,50,1,1.6509,2.58459,4.07914,0.529,0.0,11.83
12.5,40,0.001,4.12714,1.00442,1.08282,2.13,2.043,6.18
12.5,40,0.004,4.10985,1.01774,1.16509,1.842,1.684,5.97
12.5,40,0.007,4.02642,1.0301,1.21978,1.7026,1.5146,5.98
12.5,40,0.01,3.98306,1.04256,1.26388,1.6675,1.4477,6.04
12.5,40,0.04,3.59197,1.15592,1.54498,1.4267,1.1106,6.36
12.5,40,0.07,3.31472,1.25399,1.72405,1.353,0.9706,6.69
12.5,40,0.1,3.09866,1.33952,1.87157,1.2742,0.8778,6.93
12.5,40,0.4,2.14298,1.86964,2.6965,0.7835,0.2864,8.89
12.5,40,0.7,1.80129,2.16698,3.27692,0.582,0.0,10.42
12.5,40,1,1.61693,2.40313,3.78291,0.4601,0.0,11.7
12.5,30,0.001,3.59638,1.00326,1.06819,1.2507,1.1733,5.93
12.5,30,0.004,3.60939,1.01311,1.13654,1.1811,1.0407,6.05
12.5,30,0.007,3.56134,1.0226,1.1809,1.1035,0.9386,6.1
12.5,30,0.01,3.50944,1.03166,1.21596,1.0633,0.8791,6.15
12.5,30,0.04,3.23324,1.11682,1.44709,0.9423,0.6298,6.5
12.5,30,0.07,3.02461,1.19149,1.59107,0.9193,0.5687,6.79
12.5,30,0.1,2.85797,1.2582,1.70891,0.8731,0.4745,7.06
12.5,30,0.4,2.05739,1.68833,2.38916,0.5882,0.0436,8.97
12.5,30,0.7,1.74643,1.95268,2.85522,0.4535,0.0,10.44
12.5,30,1,1.57091,2.17201,3.32434,0.3712,0.0,11.62
12.5,20,0.001,2.90096,1.00202,1.04883,0.5963,0.5381,6.39
12.5,20,0.004,2.84518,1.00767,1.095,0.5022,0.3988,6.51
12.5,20,0.007,2.82114,1.01316,1.12601,0.4778,0.3464,6.55
12.5,20,0.01,2.79572,1.0185,1.15171,0.4655,0.3212,6.61
12.5,20,0.04,2.64743,1.06974,1.31432,0.4527,0.2048,6.96
12.5,20,0.07,2.52795,1.11613,1.41651,0.4682,0.1912,7.24
12.5,20,0.1,2.42876,1.15873,1.50131,0.4644,0.1523,7.48
12.5,20,0.4,1.88448,1.4695,2.02752,0.3735,0.0,9.4
12.5,20,0.7,1.63704,1.68753,2.40974,0.297,0.0,10.75
12.5,20,1,1.48937,1.86572,2.76468,0.2468,0.0,11.82
12.5,20,4,1.01374,3.12833,6.30284,0.1302,0.0097,18.14
12.5,20,7,0.985233,1.32936,8.84576,0.025,0.0,18.8
12.5,20,10,0.97981,1.31644,10.5808,0.006,0.0,18.09
12.5,20,20,0.974018,1.30262,16.6386,0.0,0.0037,24.24
12.5,15,0.001,2.40404,1.00134,1.0359,0.2798,0.2346,6.91
12.5,15,0.004,2.33917,1.00493,1.06887,0.2375,0.1585,7.12
12.5,15,0.007,2.33136,1.00854,1.09238,0.2338,0.1337,7.18
12.5,15,0.01,2.31646,1.01207,1.11113,0.234,0.1159,7.21
12.5,15,0.04,2.22537,1.04578,1.23402,0.2648,0.0569,7.55
12.5,15,0.07,2.15644,1.07743,1.31386,0.2921,0.0234,7.88
12.5,15,0.1,2.09626,1.10722,1.38018,0.2994,0.0043,8.15
12.5,15,0.4,1.72405,1.34552,1.82079,0.2486,0.0,9.98
12.5,15,0.7,1.53301,1.5261,2.15318,0.1995,0.0,11.23
12.5,15,1,1.4097,1.67892,2.45931,0.1664,0.0,12.22
12.5,15,4,0.999651,2.70713,5.65965,0.0834,0.0,17.93
12.5,15,7,0.959178,1.34514,8.28613,0.0575,0.0,20.52
12.5,15,10,0.953609,1.32765,10.0698,0.0319,0.0,21.83
12.5,15,20,0.947833,1.30294,14.4625,0.0,0.004,26.25
12.5,10,0.001,1.85352,1.0008,1.02047,0.0777,0.0505,8.07
12.5,10,0.004,1.76807,1.00267,1.03979,0.0799,0.031,8.52
12.5,10,0.007,1.75829,1.00462,1.05424,0.0881,0.0198,8.58
12.5,10,0.01,1.75453,1.00654,1.06627,0.0957,0.0112,8.66
12.5,10,0.04,1.71348,1.02529,1.1486,0.1309,0.001,9.11
12.5,10,0.07,1.68499,1.04356,1.20437,0.1414,0.0,9.42
12.5,10,0.1,1.65835,1.06129,1.2518,0.143,0.0,9.67
12.5,10,0.4,1.46666,1.21848,1.59239,0.1133,0.0,11.27
12.5,10,0.7,1.34532,1.35043,1.8575,0.089,0.0,12.39
12.5,10,1,1.26386,1.46656,2.10395,0.0736,0.0,13.28
12.5,10,4,0.955582,2.24326,4.67153,0.03,0.0,18.28
12.5,10,7,0.903251,1.36155,7.0175,0.0182,0.0,20.55
12.5,10,10,0.898317,1.33191,8.817,0.0072,0.0,21.68
12.5,10,20,0.892115,1.31456,12.5471,0.0,0.0023,28.37
12.5,7.5,0.001,1.5304,1.00051,1.01164,0.0302,0.0146,9.4
12.5,7.5,0.004,1.45814,1.00178,1.02385,0.0389,0.0048,9.97
12.5,7.5,0.007,1.44655,1.00306,1.03355,0.0438,0.0004,10.11
12.5,7.5,0.01,1.44372,1.00432,1.04273,0.0477,0.0003,10.18
12.5,7.5,0.04,1.42359,1.01692,1.10366,0.0661,0.0,10.63
12.5,7.5,0.07,1.40655,1.02955,1.14685,0.069,0.0,10.92
12.5,7.5,0.1,1.39162,1.0418,1.18482,0.0678,0.0,11.15
12.5,7.5,0.4,1.2755,1.15727,1.46962,0.0471,0.0,12.6
12.5,7.5,0.7,1.19631,1.25895,1.69553,0.0335,0.0,13.6
12.5,7.5,1,1.13979,1.35123,1.90381,0.0247,0.0,14.43
12.5,7.5,4,0.902182,1.97553,3.97208,0.0029,0.0,18.67
12.5,7.5,7,0.846524,1.35667,5.9564,0.0,0.0,19.97
12.5,7.5,10,0.841356,1.32887,7.51617,0.0,0.0021,44.52
12.5,7.5,20,0.836048,1.31743,10.8548,0.0,0.0001,43.65
12.5,5,0.001,1.15039,1.00035,1.00389,0.0048,0.0032,12.24
12.5,5,0.004,1.10067,1.00113,1.00949,0.0042,0.0,12.94
12.5,5,0.007,1.09445,1.00189,1.01505,0.0046,0.0,13.05
12.5,5,0.01,1.09171,1.00266,1.02014,0.0057,0.0,13.11
12.5,5,0.04,1.08358,1.01034,1.05903,0.0085,0.0,13.55
12.5,5,0.07,1.07669,1.018,1.08974,0.0065,0.0,13.76
12.5,5,0.1,1.07038,1.02554,1.11782,0.0052,0.0,13.95
12.5,5,0.4,1.02011,1.09902,1.34072,0.0,0.0,19.61
12.5,5,0.7,0.979554,1.16683,1.52535,0.0,0.0,21.81
12.5,5,1,0.946821,1.22883,1.68986,0.0,0.0,23.98
12.5,5,4,0.796502,1.66576,3.19702,0.0,0.0,34.66
12.5,5,7,0.758199,1.84115,4.60814,0.0,0.0,39.59
12.5,5,10,0.744367,1.8704,5.78402,0.0,0.0,47.15
12.5,5,20,0.732835,1.84037,8.4527,0.0,0.0002,51.44
12.5,2.5,0.001,0.70281,1.00016,1.00191,0.0002,0.0032,20.83
12.5,2.5,0.004,0.671648,1.00053,1.00556,0.0055,0.0033,26.54
12.5,2.5,0.007,0.667358,1.00088,1.00941,0.0004,0.0032,25.14
12.5,2.5,0.01,0.665588,1.0012,1.01225,0.0019,0.0032,24.85
12.5,2.5,0.04,0.661477,1.00455,1.03833,0.0,0.0004,24.98
12.5,2.5,0.07,0.659753,1.00796,1.06162,0.0,0.0003,26.23
12.5,2.5,0.1,0.658052,1.01132,1.08435,0.0,0.0009,26.81
12.5,2.5,0.4,0.644629,1.04385,1.26421,0.0,0.0,31.45
12.5,2.5,0.7,0.633253,1.0743,1.41206,0.0,0.0,35.61
12.5,2.5,1,0.623255,1.10339,1.54471,0.0,0.0,38.26
12.5,2.5,4,0.571584,1.30606,2.66652,0.0,0.0,49.62
12.5,2.5,7,0.555935,1.4097,3.72545,0.0,0.0,55.32
12.5,2.5,10,0.549595,1.44093,4.7531,0.0,0.0,58.3
12.5,2.5,20,0.544377,1.44425,7.48983,0.0,0.0,70.69
12.5,1,0.001,0.322219,1.0001,1.0018,0.0,0.0033,47.98
12.5,1,0.004,0.307335,1.0002,1.00462,0.0,0.0032,50.24
12.5,1,0.007,0.305159,1.00028,1.00877,0.0,0.0032,51.33
12.5,1,0.01,0.304282,1.00036,1.01114,0.0,0.0032,51.47
12.5,1,0.04,0.302523,1.00122,1.03577,0.0,0.0004,54.87
12.5,1,0.07,0.302116,1.00206,1.05957,0.0,0.0,56.55
12.5,1,0.1,0.301833,1.00289,1.08229,0.0,0.0,58.26
12.5,1,0.4,0.300104,1.0113,1.25583,0.0,0.0,65.11
12.5,1,0.7,0.298609,1.01941,1.39997,0.0,0.0,70.96
12.5,1,1,0.297277,1.02708,1.52956,0.0,0.0,74.22
12.5,1,4,0.289899,1.07933,2.61034,0.0,0.0,87.49
12.5,1,7,0.287379,1.10887,3.58102,0.0,0.0,93.99
12.5,1,10,0.286258,1.12851,4.4978,0.0,0.0,98.82
12.5,1,20,0.285108,1.14834,6.95264,0.0,0.0,107.43
10,100,0.001,4.80079,1.00613,1.10484,3.9253,3.814,5.22
10,100,0.004,4.74282,1.02501,1.22145,3.6883,3.4995,5.47
10,100,0.007,4.65632,1.04323,1.29158,3.5092,3.281,5.52
10,100,0.01,4.58527,1.06139,1.35658,3.3759,3.1178,5.54
10,100,0.04,4.02939,1.22634,1.73976,2.8469,2.469,5.8
10,100,0.07,3.65361,1.37327,2.01816,2.6535,2.2175,6.08
10,100,0.1,3.36937,1.5077,2.24027,2.5129,2.0592,6.3
10,100,0.4,2.20698,2.36735,3.6041,1.2935,0.7878,7.86
10,100,0.7,1.81548,2.7548,4.79232,1.0783,0.4672,9.39
10,100,1,1.68672,3.03551,4.50537,0.7507,0.1635,10.75
10,80,0.001,4.64617,1.00547,1.10274,3.3724,3.2664,5.05
10,80,0.004,4.58436,1.02338,1.20704,3.222,3.047,5.46
10,80,0.007,4.4996,1.04006,1.27536,3.0459,2.8303,5.47
10,80,0.01,4.43686,1.05721,1.33664,2.9451,2.7103,5.46
10,80,0.04,3.92605,1.20936,1.69234,2.483,2.1421,5.73
10,80,0.07,3.57416,1.34531,1.98799,2.3209,1.9239,5.99
10,80,0.1,3.30835,1.46591,2.15531,2.1957,1.6785,6.24
10,80,0.4,2.19308,2.24432,3.372,1.226,0.7151,7.84
10,80,0.7,1.80554,2.59914,4.4458,0.9676,0.4222,9.29
10,80,1,1.66136,2.89955,4.59724,0.7314,0.1291,10.59
10,60,0.001,4.3615,1.00478,1.09171,2.8166,2.7244,5.32
10,60,0.004,4.32904,1.02041,1.18691,2.5686,2.3972,5.33
10,60,0.007,4.24894,1.03524,1.25107,2.4206,2.2146,5.37
10,60,0.01,4.20113,1.05002,1.30409,2.3616,2.1354,5.41
10,60,0.04,3.75282,1.18324,1.62506,1.9953,1.5976,5.68
10,60,0.07,3.44176,1.3022,1.84057,1.8764,1.4532,5.93
10,60,0.1,3.20338,1.40414,2.02914,1.7757,1.3383,6.18
10,60,0.4,2.16472,2.06872,3.09021,1.069,0.5697,7.77
10,60,0.7,1.7907,2.39278,3.85179,0.7925,0.2323,9.14
10,60,1,1.63168,2.67942,4.43798,0.6451,0.0014,10.37
10,50,0.001,4.15739,1.0044,1.0874,2.4089,2.3172,5.18
10,50,0.004,4.13464,1.01851,1.17397,2.172,2.007,5.37
10,50,0.007,4.05657,1.0316,1.23231,2.0229,1.8259,5.36
10,50,0.01,4.01187,1.04459,1.27921,1.9782,1.7504,5.39
10,50,0.04,3.61674,1.16488,1.57738,1.6824,1.3424,5.66
10,50,0.07,3.33552,1.26975,1.77459,1.5983,1.1582,5.91
10,50,0.1,3.11718,1.3643,1.94249,1.5151,1.1107,6.11
10,50,0.4,2.13908,1.96072,2.8968,0.9413,0.4486,7.73
10,50,0.7,1.77685,2.34363,3.52815,0.6865,0.0931,9.05
10,50,1,1.6115,2.53746,4.1853,0.5701,0.0,10.23
10,40,0.001,3.84315,1.00378,1.07807,1.7725,1.6892,5.07
10,40,0.004,3.84947,1.01552,1.15645,1.682,1.53,5.33
10,40,0.007,3.79304,1.02689,1.20742,1.5579,1.3674,5.35
10,40,0.01,3.7488,1.038,1.24886,1.5261,1.32,5.38
10,40,0.04,3.4153,1.13969,1.51642,1.3142,1.006,5.64
10,40,0.07,3.17559,1.22967,1.68776,1.2661,0.8979,5.9
10,40,0.1,2.98583,1.31061,1.83159,1.2039,0.8017,6.11
10,40,0.4,2.09629,1.82365,2.65804,0.7745,0.2722,7.71
10,40,0.7,1.75865,2.16279,3.1873,0.5755,0.0,8.99
10,40,1,1.58537,2.35838,3.78993,0.4783,0.0,10.1
10,30,0.001,3.48226,1.00306,1.06594,1.208,1.1356,5.15
10,30,0.004,3.43124,1.01203,1.13042,1.0963,0.9617,5.35
10,30,0.007,3.394,1.02082,1.17363,1.0321,0.873,5.39
10,30,0.01,3.34909,1.02893,1.20665,0.9952,0.8135,5.42
10,30,0.04,3.1048,1.10789,1.42977,0.8865,0.5873,5.72
10,30,0.07,2.91886,1.17801,1.56988,0.876,0.5198,5.96
10,30,0.1,2.76917,1.24132,1.68709,0.8394,0.4493,6.19
10,30,0.4,2.01837,1.66802,2.36655,0.5835,0.0338,7.75
10,30,0.7,1.71701,1.94487,2.81976,0.4525,0.0,9.0
10,30,1,1.54417,2.13795,3.28282,0.3751,0.0,10.01
10,20,0.001,2.80999,1.00195,1.04763,0.5466,0.4927,5.4
10,20,0.004,2.76437,1.00726,1.09307,0.4875,0.3864,5.64
10,20,0.007,2.74316,1.01257,1.12343,0.4629,0.33,5.67
10,20,0.01,2.72182,1.01782,1.149,0.4521,0.3102,5.72
10,20,0.04,2.58433,1.06709,1.30921,0.4417,0.1977,6.03
10,20,0.07,2.47257,1.11182,1.41005,0.4585,0.1841,6.26
10,20,0.1,2.3814,1.15278,1.49474,0.4573,0.1464,6.46
10,20,0.4,1.85972,1.46186,2.01906,0.3719,0.0,8.09
10,20,0.7,1.61736,1.67894,2.39817,0.2969,0.0,9.23
10,20,1,1.46893,1.85429,2.74899,0.2474,0.0,10.14
10,20,4,1.0013,1.38281,6.21398,0.13,0.0087,15.59
10,20,7,0.985887,1.32369,8.73106,0.0824,0.0,18.02
10,20,10,0.980381,1.31722,10.4168,0.0066,0.0,15.37
10,20,20,0.974914,1.30348,16.1049,0.0,0.004,21.6
10,15,0.001,2.35331,1.00132,1.03481,0.2605,0.217,5.88
10,15,0.004,2.3038,1.00476,1.06828,0.2359,0.1567,6.07
10,15,0.007,2.29494,1.00834,1.09162,0.2309,0.1318,6.11
10,15,0.01,2.27891,1.01178,1.11029,0.2311,0.111,6.13
10,15,0.04,2.19332,1.04493,1.23265,0.2629,0.0568,6.44
10,15,0.07,2.12738,1.07583,1.31191,0.2901,0.0222,6.73
10,15,0.1,2.06896,1.10517,1.37801,0.2976,0.0043,6.97
10,15,0.4,1.70628,1.34123,1.81696,0.2479,0.0,8.54
10,15,0.7,1.51815,1.51969,2.14741,0.1994,0.0,9.61
10,15,1,1.39451,1.67108,2.44996,0.1668,0.0,10.46
10,15,4,0.985667,2.66329,5.59743,0.0837,0.0,15.39
10,15,7,0.9598,1.34623,8.185,0.0596,0.0,17.75
10,15,10,0.954235,1.3223,9.93626,0.0344,0.0,18.93
10,15,20,0.948492,1.3038,14.166,0.0,0.002,23.51
10,10,0.001,1.84279,1.00079,1.02043,0.0778,0.0506,6.72
10,10,0.004,1.75387,1.00264,1.03974,0.0798,0.031,7.11
10,10,0.007,1.74404,1.00455,1.05408,0.0879,0.0196,7.17
10,10,0.01,1.74458,1.00651,1.06615,0.0955,0.0113,7.23
10,10,0.04,1.70163,1.02522,1.14831,0.1307,0.0009,7.65
10,10,0.07,1.67279,1.04331,1.20398,0.1411,0.0,7.95
10,10,0.1,1.64654,1.06095,1.25131,0.1427,0.0,8.17
10,10,0.4,1.45538,1.21729,1.59117,0.1132,0.0,9.57
10,10,0.7,1.33513,1.34802,1.85508,0.089,0.0,10.54
10,10,1,1.25316,1.46276,2.09992,0.0736,0.0,11.31
10,10,4,0.945563,2.21734,4.63883,0.0297,0.0,15.67
10,10,7,0.904432,1.3663,6.95702,0.0185,0.0,17.69
10,10,10,0.89895,1.33298,8.72123,0.0075,0.0,18.73
10,10,20,0.893124,1.31441,12.3992,0.0,0.0007,25.78
10,7.5,0.001,1.52156,1.00055,1.01157,0.0299,0.0145,7.76
10,7.5,0.004,1.44933,1.00178,1.02378,0.0388,0.0048,8.26
10,7.5,0.007,1.43989,1.00306,1.03349,0.0438,0.0,8.38
10,7.5,0.01,1.4363,1.00431,1.04275,0.0476,0.0003,8.45
10,7.5,0.04,1.41457,1.0169,1.10347,0.066,0.0004,8.87
10,7.5,0.07,1.39807,1.0294,1.14655,0.0688,0.0,9.15
10,7.5,0.1,1.38338,1.04154,1.18449,0.0676,0.0,9.36
10,7.5,0.4,1.26678,1.15632,1.46851,0.0469,0.0,10.65
10,7.5,0.7,1.18759,1.25666,1.69361,0.0333,0.0,11.52
10,7.5,1,1.13051,1.34914,1.90112,0.0247,0.0,12.25
10,7.5,4,0.893552,1.95481,3.95485,0.0027,0.0,15.9
10,7.5,7,0.847105,1.34477,5.92284,0.0,0.0,17.07
10,7.5,10,0.841944,1.3301,7.45305,0.0,0.0002,36.29
10,7.5,20,0.836818,1.3139,10.7402,0.0,0.0052,40.33
10,5,0.001,1.14407,1.00035,1.00388,0.0048,0.0032,10.07
10,5,0.004,1.09402,1.00113,1.00933,0.004,0.0,10.68
10,5,0.007,1.08774,1.00191,1.01502,0.0046,0.0,10.78
10,5,0.01,1.08537,1.00264,1.0201,0.0057,0.0,10.83
10,5,0.04,1.07591,1.01024,1.05892,0.0085,0.0,11.25
10,5,0.07,1.06999,1.01795,1.08959,0.0065,0.0,11.45
10,5,0.1,1.06353,1.02563,1.11763,0.0052,0.0,11.62
10,5,0.4,1.01297,1.09858,1.33995,0.0,0.0,17.17
10,5,0.7,0.97229,1.16618,1.52426,0.0,0.0,19.29
10,5,1,0.939828,1.22698,1.68845,0.0,0.0,21.35
10,5,4,0.790232,1.65357,3.18864,0.0,0.0,31.57
