time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,4.75,3.75,5.75,1
0.01,0.0194263,1,4.74991,3.74991,5.7499,1
0.02,0.0378099,1.00002,4.74963,3.74963,5.7496,1
0.03,0.0552291,1.00003,4.74917,3.74917,5.74911,1.00001
0.04,0.0717345,1.00006,4.74854,3.74855,5.74845,1.00001
0.05,0.0873707,1.0001,4.74775,3.74777,5.74761,1.00002
0.06,0.102295,1.00013,4.7468,3.74684,5.74661,1.00002
0.07,0.116511,1.00018,4.74571,3.74577,5.74547,1.00003
0.08,0.130069,1.00023,4.74449,3.74457,5.74418,1.00003
0.09,0.14301,1.00028,4.74313,3.74324,5.74275,1.00004
0.1,0.155371,1.00035,4.74164,3.7418,5.7412,1.00005
0.11,0.167214,1.00044,4.74003,3.74023,5.73953,1.00008
0.12,0.17855,1.00052,4.73831,3.73856,5.73775,1.00012
0.13,0.189378,1.00061,4.73647,3.73678,5.73586,1.00015
0.14,0.199731,1.00069,4.73453,3.73491,5.73388,1.00018
0.15,0.209677,1.00079,4.73249,3.73293,5.73177,1.00021
0.16,0.21923,1.00091,4.73034,3.73086,5.72953,1.00024
0.17,0.228394,1.00103,4.72811,3.7287,5.72718,1.00027
0.18,0.237177,1.00117,4.72579,3.72646,5.72472,1.0003
0.19,0.245636,1.00136,4.72337,3.72413,5.72216,1.00037
0.2,0.253772,1.00155,4.72088,3.72174,5.71951,1.00043
0.21,0.261588,1.00174,4.71831,3.71927,5.71677,1.00049
0.22,0.269094,1.00196,4.71566,3.71674,5.71392,1.00055
0.23,0.276378,1.00219,4.71293,3.71413,5.71097,1.0006
0.24,0.283291,1.00242,4.71014,3.71145,5.70793,1.00065
0.25,0.290096,1.00269,4.70727,3.70872,5.70482,1.00073
0.26,0.296612,1.00296,4.70434,3.70593,5.70167,1.00082
0.27,0.302899,1.00325,4.70135,3.70309,5.69841,1.0009
0.28,0.308919,1.00354,4.69829,3.70019,5.69507,1.00097
0.29,0.314702,1.00383,4.69517,3.69721,5.69166,1.00104
0.3,0.320384,1.00412,4.692,3.69418,5.68821,1.00113
0.31,0.325849,1.00444,4.68877,3.69109,5.68471,1.00123
0.32,0.33113,1.00479,4.68549,3.68796,5.68108,1.00133
0.33,0.336119,1.00513,4.68216,3.68479,5.67741,1.00142
0.34,0.341041,1.00545,4.67877,3.68158,5.67373,1.00151
0.35,0.34565,1.00578,4.67534,3.67833,5.67006,1.00162
0.36,0.350236,1.00613,4.67186,3.67504,5.66631,1.00174
0.37,0.354706,1.0065,4.66834,3.67171,5.66249,1.00186
0.38,0.359007,1.00686,4.66478,3.66834,5.6586,1.00196
0.39,0.363122,1.0072,4.66117,3.66492,5.65471,1.00206
