time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,16,15,17,1
0.01,0.0192294,0.999988,15.9999,14.9999,16.9999,1.00001
0.02,0.0373149,1,15.9996,14.9996,16.9997,1.00001
0.03,0.0543931,1.00001,15.9992,14.9992,16.9992,1.00002
0.04,0.0705348,1.00003,15.9986,14.9986,16.9986,1.00002
0.05,0.0857884,1.00005,15.9978,14.9978,16.9978,1.00002
0.06,0.100322,1.00006,15.9969,14.9969,16.9968,1.00002
0.07,0.114145,1.00008,15.9959,14.9958,16.9957,1.00002
0.08,0.127301,1.0001,15.9947,14.9947,16.9945,1.00002
0.09,0.139834,1.00011,15.9933,14.9933,16.9932,1.00002
0.1,0.151794,1.00012,15.9919,14.9919,16.9917,1.00001
0.11,0.163232,1.00015,15.9903,14.9904,16.9901,1.00002
0.12,0.174162,1.00019,15.9887,14.9887,16.9884,1.00004
0.13,0.184626,1.00022,15.9869,14.9869,16.9866,1.00006
0.14,0.194627,1.00024,15.985,14.9851,16.9848,1.00007
0.15,0.204161,1.00024,15.983,14.9832,16.9828,1.00009
0.16,0.213332,1.00023,15.9809,14.9811,16.9808,1.00009
0.17,0.222105,1.00022,15.9788,14.979,16.9787,1.0001
0.18,0.230545,1.00022,15.9765,14.9768,16.9765,1.0001
0.19,0.238615,1.00025,15.9742,14.9745,16.9742,1.00013
0.2,0.246433,1.00031,15.9718,14.9721,16.9718,1.00016
0.21,0.253923,1.00037,15.9693,14.9697,16.9693,1.00018
0.22,0.261116,1.00043,15.9667,14.9672,16.9668,1.00021
0.23,0.268079,1.00048,15.9641,14.9646,16.9641,1.00024
0.24,0.274669,1.00054,15.9613,14.962,16.9614,1.00026
0.25,0.281134,1.00062,15.9586,14.9593,16.9586,1.00028
0.26,0.28735,1.00075,15.9557,14.9566,16.9557,1.00033
0.27,0.293404,1.00089,15.9528,14.9538,16.9528,1.00038
0.28,0.29925,1.00101,15.9499,14.9509,16.9498,1.00042
0.29,0.304846,1.00113,15.9469,14.948,16.9467,1.00046
0.3,0.31024,1.00125,15.9438,14.945,16.9435,1.00049
0.31,0.315516,1.00142,15.9407,14.942,16.9403,1.00056
0.32,0.320463,1.00159,15.9375,14.9389,16.937,1.00062
0.33,0.325458,1.00176,15.9343,14.9358,16.9336,1.00068
0.34,0.330132,1.00196,15.931,14.9326,16.9302,1.00073
0.35,0.334744,1.00216,15.9277,14.9294,16.9267,1.00078
0.36,0.339192,1.00242,15.9243,14.9262,16.9231,1.00086
0.37,0.343505,1.00265,15.9209,14.9229,16.9195,1.00094
0.38,0.347549,1.00288,15.9175,14.9197,16.9159,1.00101
0.39,0.351615,1.00311,15.914,14.9163,16.9123,1.00108
0.4,0.355514,1.00336,15.9104,14.913,16.9086,1.00115
0.41,0.359376,1.00365,15.9069,14.9096,16.9048,1.00125
0.42,0.363002,1.00393,15.9033,14.9062,16.901,1.00134
0.43,0.366593,1.00421,15.8996,14.9027,16.8972,1.00142
0.44,0.370024,1.0045,15.8959,14.8993,16.8933,1.0015
0.45,0.373415,1.00484,15.8922,14.8958,16.8893,1.00162
0.46,0.376665,1.00518,15.8885,14.8923,16.8854,1.00172
0.47,0.379823,1.00552,15.8847,14.8887,16.8814,1.00181
0.48,0.382847,1.00585,15.8809,14.8852,16.8773,1.00189
