time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,1.75,0.75,2.75,1
0.01,0.0185768,1,1.74991,0.749916,2.7499,0.999998
0.02,0.0371894,1.00008,1.74963,0.749696,2.74958,1.00002
0.03,0.0557332,1.00014,1.74917,0.749274,2.74908,1.00005
0.04,0.074146,1.0002,1.74852,0.748657,2.7484,1.00007
0.05,0.0922955,1.00026,1.74768,0.747864,2.74751,1.00009
0.06,0.110185,1.00025,1.74667,0.746832,2.74649,1.00008
0.07,0.12743,1.00026,1.74548,0.745661,2.74529,1.00007
0.08,0.144843,1.00021,1.74412,0.744273,2.74395,1.00005
0.09,0.162493,1.00015,1.74259,0.742721,2.74246,1.00002
0.1,0.181257,1.00009,1.74087,0.741006,2.74079,0.999984
0.11,0.202182,0.999968,1.73896,0.738975,2.73905,1.00001
0.12,0.225034,0.999996,1.73682,0.73687,2.73706,1.00009
0.13,0.249137,1.00016,1.73445,0.734644,2.73462,1.00015
0.14,0.268403,1.0005,1.73186,0.732315,2.73166,1.00017
0.15,0.285374,1.00082,1.72909,0.729711,2.72827,1.0001
0.16,0.302737,1.00058,1.72615,0.726508,2.72567,1.00016
0.17,0.321652,1.00039,1.72303,0.72309,2.72279,1.00024
0.18,0.342749,1.00017,1.71971,0.719744,2.71974,1.00016
0.19,0.36173,1.00023,1.71619,0.716546,2.71625,1.00008
0.2,0.379327,1.00028,1.71248,0.713015,2.71222,0.999881
0.21,0.396909,1.00002,1.7086,0.708584,2.70849,0.999971
0.22,0.417686,0.999884,1.70453,0.704295,2.70481,1.00014
0.23,0.43666,1.00009,1.70025,0.70015,2.7002,1.00011
0.24,0.453429,1.00068,1.6958,0.696255,2.69496,1.00004
0.25,0.471249,1.00066,1.69118,0.691999,2.69075,1.00003
0.26,0.489942,1.00061,1.68638,0.686933,2.6864,1.00035
0.27,0.504926,1.00045,1.6814,0.681286,2.68117,1.00039
0.28,0.522452,1.00092,1.67627,0.676933,2.67529,1.0001
0.29,0.542506,1.00097,1.67094,0.672086,2.67029,1.00008
0.3,0.557617,1.00033,1.66544,0.665196,2.66504,1.00025
0.31,0.575154,1.00027,1.65978,0.659717,2.65968,1.00025
0.32,0.592647,1.00046,1.65394,0.654966,2.65407,1.00001
0.33,0.608343,1.00063,1.64794,0.648447,2.64713,0.999969
0.34,0.626541,1.00026,1.64177,0.641779,2.6415,1.00012
0.35,0.643233,1.00025,1.63542,0.635687,2.63587,1.00034
0.36,0.660515,1.00069,1.6289,0.629086,2.6281,1.00019
0.37,0.676875,1.00091,1.62221,0.622897,2.62126,1.00009
0.38,0.692024,1.00106,1.61537,0.616555,2.61508,1.00033
0.39,0.708973,1.0007,1.60836,0.608667,2.60812,1.00043
0.4,0.723802,1.00117,1.6012,0.601799,2.60019,1.00037
0.41,0.740059,1.00113,1.59388,0.595118,2.59318,1.00016
0.42,0.755234,1.00102,1.58641,0.587051,2.58542,1.00021
0.43,0.772049,1.00062,1.57877,0.578854,2.5784,1.00039
0.44,0.788324,1.00031,1.57097,0.571524,2.57139,1.00025
0.45,0.804836,1.00114,1.563,0.564141,2.56212,1.00013
0.46,0.819377,1.00064,1.55488,0.555293,2.55427,1.00013
0.47,0.835487,1.00092,1.54661,0.547412,2.54643,1.00043
0.48,0.850286,1.00099,1.53818,0.538667,2.53749,1.0004
0.49,0.866082,1.00137,1.5296,0.530294,2.52819,1.00031
0.5,0.8801,1.00173,1.52087,0.522753,2.51993,1.00032
0.51,0.894359,1.00117,1.512,0.513005,2.51166,1.00049
0.52,0.909196,1.00138,1.50298,0.503622,2.50209,1.00061
0.53,0.923913,1.00119,1.49382,0.494914,2.49324,1.00035
0.54,0.938897,1.00159,1.4845,0.485798,2.48328,1.00032
0.55,0.952393,1.00115,1.47505,0.475517,2.47408,1.00043
0.56,0.967339,1.00089,1.46545,0.466142,2.46529,1.00046
0.57,0.98178,1.00146,1.45571,0.457095,2.45492,1.00037
0.58,0.994925,1.00129,1.44582,0.446777,2.44469,1.00024
0.59,1.0088,1.00162,1.4358,0.437352,2.435,1.00044
0.6,1.02239,1.00136,1.42565,0.426482,2.425,1.00062
0.61,1.0354,1.00163,1.41536,0.416117,2.41406,1.0006
0.62,1.04847,1.00218,1.40494,0.406816,2.40343,1.00049
0.63,1.06065,1.00183,1.39439,0.396054,2.3936,1.0006
0.64,1.07237,1.00189,1.38373,0.384876,2.38255,1.00073
0.65,1.08535,1.00177,1.37294,0.374376,2.372,1.00058
0.66,1.09748,1.00198,1.36203,0.363683,2.36082,1.00055
0.67,1.10878,1.002,1.351,0.352401,2.34927,1.00043
0.68,1.12129,1.00161,1.33985,0.340955,2.33891,1.00059
0.69,1.13315,1.00169,1.32858,0.33003,2.32811,1.00073
0.7,1.14412,1.00205,1.31719,0.318741,2.31564,1.0005
0.71,1.15468,1.00221,1.30569,0.307575,2.30437,1.0006
0.72,1.16472,1.00213,1.2941,0.295967,2.29325,1.00077
0.73,1.17533,1.00249,1.2824,0.283817,2.28058,1.00087
0.74,1.18545,1.00256,1.2706,0.272345,2.26889,1.00083
0.75,1.19401,1.00288,1.2587,0.261526,2.25715,1.00068
0.76,1.20193,1.0029,1.24672,0.24904,2.2449,1.00082
0.77,1.2105,1.00236,1.23466,0.236289,2.23345,1.00094
0.78,1.21887,1.00288,1.22251,0.225142,2.22108,1.00084
0.79,1.22564,1.00277,1.21029,0.212582,2.20844,1.00069
0.8,1.23349,1.00259,1.198,0.199911,2.19628,1.00077
0.81,1.24071,1.00275,1.18562,0.187931,2.18428,1.00092
0.82,1.24725,1.00279,1.17319,0.175403,2.17169,1.00093
0.83,1.25261,1.00343,1.16069,0.163728,2.15861,1.00087
0.84,1.25593,1.00339,1.14814,0.151495,2.14649,1.00088
0.85,1.25829,1.00365,1.13557,0.138525,2.13355,1.00115
0.86,1.26186,1.00386,1.12297,0.125955,2.12063,1.00119
0.87,1.26444,1.00399,1.11034,0.11396,2.10835,1.00117
0.88,1.26423,1.00448,1.0977,0.101946,2.09535,1.00117
0.89,1.2628,1.00428,1.08507,0.0888789,2.08265,1.00115
0.9,1.26144,1.00429,1.07244,0.076716,2.07084,1.00134
0.91,1.25821,1.00481,1.05985,0.0648481,2.05778,1.00126
0.92,1.25304,1.00517,1.04729,0.0522575,2.04432,1.00118
0.93,1.24598,1.00572,1.0348,0.0407639,2.03212,1.00138
0.94,1.23592,1.00623,1.02239,0.0295466,2.02019,1.00152
0.95,1.22226,1.0072,1.0101,0.0184078,2.00733,1.00162
0.96,1.20368,1.00914,0.997964,0.00951492,1.99466,1.00165
0.97,1.17537,1.01084,0.986063,0.000344632,1.98277,1.00196
0.98,1.13483,1.01734,0.974507,-0,1.97048,1.00233
0.99,1.07631,1.02408,0.963432,0.000319651,1.95865,1.00274
1,0.986785,1.03068,0.953085,5.81459e-06,1.94724,1.00349
1.01,0.85949,1.03842,0.943822,-0,1.9358,1.00509
1.02,0.697512,1.04661,0.936012,-0,1.92533,1.00754
1.03,0.512862,1.05455,0.929942,-0,1.91535,1.00992
1.04,0.310001,1.06203,0.925813,-0,1.9048,1.01148
1.05,0.094647,1.06559,0.92378,1.59725e-05,1.90009,1.01235
1.06,-0.115186,1.06484,0.923885,1.60511e-05,1.9019,1.0126
1.07,-0.309373,1.0603,0.92602,1.61048e-05,1.90776,1.01139
1.08,-0.508017,1.05441,0.930103,-0,1.91417,1.00916
1.09,-0.666534,1.04473,0.936012,-0,1.92793,1.00708
1.1,-0.78745,1.03739,0.943332,-0,1.93869,1.00559
1.11,-0.895931,1.03151,0.951766,4.38329e-06,1.94566,1.00349
1.12,-0.959453,1.026,0.961074,-0,1.95338,1.00208
1.13,-1.01225,1.01926,0.970939,-0,1.96698,1.00244
1.14,-1.03334,1.01279,0.981198,-0,1.97968,1.0025
1.15,-1.04636,1.0072,0.991624,1.33835e-05,1.98923,1.00177
1.16,-1.0317,1.00171,1.00206,1.6387e-05,1.99938,1.00139
1.17,-1.00862,1.00017,1.01226,0.0102288,2.01112,1.00061
1.18,-0.940594,0.997653,1.02203,0.0165576,2.01989,0.999315
1.19,-0.911044,0.996078,1.03127,0.0285704,2.03412,0.99884
1.2,-0.870036,0.993772,1.04014,0.0360962,2.04468,0.998038
1.21,-0.842757,0.993963,1.04869,0.0486641,2.05564,0.997432
1.22,-0.81402,0.997097,1.05697,0.0568366,2.06152,0.99943
1.23,-0.777674,0.999458,1.06494,0.0648305,2.06622,1.00015
1.24,-0.740392,1.00516,1.07248,0.0755511,2.0679,1.00132
1.25,-0.713669,1.01033,1.07978,0.0858336,2.07118,1.00293
1.26,-0.698719,1.01002,1.08684,0.0942334,2.07943,1.00254
1.27,-0.690216,1.01071,1.09384,0.105827,2.0911,1.00327
1.28,-0.690485,1.0075,1.10073,0.109739,2.09961,1.00239
1.29,-0.699553,1.00242,1.10766,0.112081,2.10922,1.00099
1.3,-0.665751,0.99785,1.11453,0.109119,2.11433,1.00045
1.31,-0.62628,0.994125,1.12099,0.114531,2.1255,0.999579
1.32,-0.567959,0.994394,1.12702,0.119779,2.12806,0.998513
1.33,-0.523293,0.995118,1.13247,0.133656,2.13718,0.996874
1.34,-0.502212,0.995445,1.13758,0.138674,2.14324,0.997719
1.35,-0.499482,0.996358,1.14258,0.143478,2.14878,0.998999
1.36,-0.504245,1.00095,1.14762,0.146925,2.14544,1.00021
1.37,-0.494849,1.0033,1.15259,0.153179,2.14803,1.00072
1.38,-0.454043,1.00626,1.15737,0.158824,2.15043,1.00203
1.39,-0.433345,1.00774,1.16177,0.169301,2.15973,1.00292
1.4,-0.43591,1.0062,1.16612,0.172875,2.1652,1.00233
1.41,-0.450243,1.00589,1.17055,0.177512,2.1688,1.00151
1.42,-0.40615,1.00331,1.17484,0.177316,2.1709,1.0001
1.43,-0.372394,0.999701,1.17871,0.179223,2.17771,0.998944
1.44,-0.346197,0.99606,1.1823,0.175562,2.1808,0.998669
1.45,-0.306286,0.99128,1.18564,0.17562,2.19001,0.998412
1.46,-0.266695,0.994861,1.18853,0.187427,2.19283,0.997548
1.47,-0.216483,0.993936,1.19095,0.190191,2.19891,0.998268
1.48,-0.187433,0.998587,1.19293,0.195111,2.19808,1.00007
1.49,-0.175513,1.00162,1.19477,0.194981,2.19335,1.0008
1.5,-0.14741,1.00353,1.19636,0.197914,2.19511,1.00212
1.51,-0.139043,1.00771,1.19781,0.200417,2.18968,1.0023
1.52,-0.131183,1.00827,1.19914,0.204188,2.19072,1.00148
1.53,-0.102531,1.00682,1.20025,0.20646,2.19758,1.00235
1.54,-0.0971232,0.999882,1.20128,0.201275,2.20326,1.00087
1.55,-0.0645951,1.00389,1.20204,0.20934,2.20065,0.999527
1.56,-0.066894,0.995896,1.20274,0.202737,2.20723,0.998132
1.57,-0.0152034,0.989454,1.20312,0.19189,2.20802,0.997434
1.58,0.038834,0.993661,1.20297,0.198904,2.2054,0.996889
