time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,6,5,7,1
0.01,0.0196686,0.999989,5.99991,4.99989,6.99992,1.00001
0.02,0.0390195,1,5.99963,4.99961,6.99963,1.00001
0.03,0.0580725,1.00001,5.99915,4.99913,6.99914,1.00002
0.04,0.0768441,1.00003,5.99849,4.99847,6.99845,1.00002
0.05,0.0953196,1.00005,5.99765,4.99763,6.99758,1.00002
0.06,0.113526,1.00007,5.99662,4.99659,6.99651,1.00003
0.07,0.131474,1.00008,5.9954,4.99538,6.99527,1.00003
0.08,0.149151,1.0001,5.99401,4.994,6.99384,1.00002
0.09,0.166581,1.00012,5.99245,4.99245,6.99223,1.00002
0.1,0.183765,1.00017,5.99071,4.99074,6.99046,1.00003
0.11,0.200709,1.00022,5.9888,4.98886,6.98852,1.00006
0.12,0.217427,1.00028,5.98672,4.98682,6.98642,1.00008
0.13,0.233899,1.00032,5.98448,4.98462,6.98418,1.0001
0.14,0.250239,1.00035,5.98207,4.98227,6.98181,1.00012
0.15,0.266298,1.0004,5.9795,4.97976,6.97925,1.00014
0.16,0.28213,1.00047,5.97677,4.97711,6.9765,1.00017
0.17,0.29771,1.00059,5.97388,4.97431,6.97356,1.00021
0.18,0.313067,1.00076,5.97084,4.97139,6.97043,1.00028
0.19,0.328238,1.00093,5.96765,4.96833,6.96714,1.00034
0.2,0.343195,1.00111,5.9643,4.96512,6.9637,1.0004
0.21,0.357902,1.00132,5.96081,4.96179,6.96006,1.00046
0.22,0.372419,1.00162,5.95716,4.95832,6.9562,1.00056
0.23,0.386756,1.00196,5.95338,4.95475,6.95216,1.00066
0.24,0.400845,1.0023,5.94945,4.95106,6.94801,1.00077
0.25,0.414608,1.00264,5.94539,4.94723,6.94368,1.00086
0.26,0.428275,1.00308,5.94118,4.94327,6.93912,1.001
0.27,0.441917,1.00356,5.93684,4.93919,6.9344,1.00115
0.28,0.455217,1.00404,5.93237,4.935,6.92955,1.0013
0.29,0.468255,1.00459,5.92776,4.93073,6.92447,1.00145
0.3,0.481115,1.00525,5.92302,4.92634,6.91919,1.00166
0.31,0.493761,1.00589,5.91816,4.92186,6.91386,1.00186
0.32,0.506228,1.00653,5.91316,4.91729,6.9084,1.00206
0.33,0.518514,1.00731,5.90805,4.9126,6.90271,1.00232
0.34,0.530553,1.0081,5.90281,4.90783,6.89688,1.00258
0.35,0.542423,1.00894,5.89746,4.90299,6.89087,1.00283
0.36,0.554087,1.00991,5.89198,4.89804,6.88465,1.00314
0.37,0.565568,1.01091,5.88639,4.89303,6.87828,1.00346
0.38,0.576772,1.01198,5.88069,4.88795,6.87171,1.00376
0.39,0.587766,1.01315,5.87488,4.88276,6.86497,1.00414
