time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,41,40,42,1
0.01,0.0198168,1,40.9999,39.9999,41.9999,1
0.02,0.039562,1,40.9996,39.9996,41.9996,1
0.03,0.0592028,1.00001,40.9991,39.9991,41.9991,0.999997
0.04,0.0787036,1.00003,40.9984,39.9985,41.9984,0.999996
0.05,0.0980668,1.00001,40.9975,39.9976,41.9975,0.999996
0.06,0.117316,1.00001,40.9965,39.9965,41.9965,0.999998
0.07,0.136469,1.00003,40.9952,39.9952,41.9952,0.999999
0.08,0.155678,1.00005,40.9938,39.9938,41.9937,1
0.09,0.174826,1.00008,40.9921,39.9922,41.992,1
0.1,0.193744,1.00014,40.9903,39.9904,41.9902,1.00003
0.11,0.212566,1.00021,40.9882,39.9884,41.9881,1.00006
0.12,0.231281,1.00028,40.986,39.9862,41.9858,1.00008
0.13,0.249888,1.00037,40.9836,39.9839,41.9834,1.0001
0.14,0.268421,1.00045,40.981,39.9814,41.9807,1.00012
0.15,0.286822,1.00052,40.9782,39.9787,41.9779,1.00014
0.16,0.305127,1.00063,40.9753,39.9758,41.9749,1.00019
0.17,0.323339,1.00078,40.9722,39.9727,41.9717,1.00027
0.18,0.341441,1.00098,40.9688,39.9695,41.9682,1.00033
0.19,0.359488,1.00119,40.9653,39.9661,41.9645,1.00039
0.2,0.37736,1.00143,40.9616,39.9626,41.9606,1.00044
0.21,0.395146,1.00168,40.9578,39.9589,41.9566,1.00053
0.22,0.41282,1.00195,40.9537,39.955,41.9524,1.00064
0.23,0.430348,1.00226,40.9495,39.951,41.948,1.00075
0.24,0.447859,1.00259,40.9451,39.9468,41.9433,1.00084
0.25,0.465216,1.00298,40.9406,39.9424,41.9385,1.00098
0.26,0.482539,1.00335,40.9358,39.9379,41.9335,1.00111
0.27,0.499644,1.00376,40.9309,39.9333,41.9282,1.00124
0.28,0.516635,1.00427,40.9259,39.9285,41.9228,1.0014
0.29,0.533513,1.00478,40.9206,39.9236,41.9172,1.00156
0.3,0.550256,1.00528,40.9152,39.9185,41.9114,1.00171
0.31,0.566969,1.00584,40.9096,39.9132,41.9054,1.00192
0.32,0.583503,1.00642,40.9039,39.9078,41.8993,1.00211
0.33,0.599907,1.00697,40.8979,39.9023,41.893,1.00228
0.34,0.616238,1.00765,40.8919,39.8966,41.8864,1.00252
0.35,0.63246,1.00832,40.8856,39.8908,41.8797,1.00272
0.36,0.648535,1.00897,40.8792,39.8848,41.8729,1.00295
0.37,0.664423,1.00971,40.8727,39.8786,41.8657,1.00319
0.38,0.680076,1.01038,40.8659,39.8724,41.8586,1.0034
0.39,0.696005,1.01114,40.8591,39.866,41.8512,1.00368
0.4,0.711521,1.01184,40.852,39.8594,41.8437,1.0039
0.41,0.72705,1.01262,40.8448,39.8527,41.836,1.00418
0.42,0.74234,1.01341,40.8375,39.8458,41.8281,1.00442
0.43,0.757643,1.01415,40.83,39.8388,41.8201,1.00469
0.44,0.772794,1.01496,40.8223,39.8316,41.8119,1.00494
0.45,0.787884,1.01573,40.8145,39.8243,41.8036,1.0052
0.46,0.802839,1.01653,40.8066,39.8168,41.7951,1.00546
0.47,0.817773,1.01733,40.7985,39.8093,41.7865,1.00573
0.48,0.832553,1.01811,40.7902,39.8015,41.7777,1.00599
0.49,0.847273,1.0189,40.7818,39.7936,41.7688,1.00626
0.5,0.861863,1.01968,40.7733,39.7856,41.7597,1.00649
0.51,0.876397,1.02045,40.7646,39.7774,41.7506,1.00677
0.52,0.890827,1.02124,40.7558,39.769,41.7412,1.00701
0.53,0.905186,1.02198,40.7468,39.7606,41.7318,1.00728
0.54,0.919454,1.02275,40.7377,39.7519,41.7222,1.00752
0.55,0.93358,1.02347,40.7284,39.7432,41.7125,1.00777
0.56,0.947683,1.02424,40.719,39.7343,41.7026,1.00802
0.57,0.961775,1.02494,40.7095,39.7252,41.6926,1.00824
0.58,0.975721,1.02569,40.6998,39.716,41.6825,1.0085
0.59,0.989588,1.02641,40.6899,39.7066,41.6722,1.00873
0.6,1.00339,1.02709,40.68,39.6971,41.6618,1.00895
0.61,1.01714,1.02779,40.6699,39.6875,41.6513,1.00919
0.62,1.03079,1.02849,40.6596,39.6777,41.6406,1.00941
0.63,1.04431,1.02914,40.6493,39.6678,41.6298,1.00962
0.64,1.05801,1.02984,40.6388,39.6577,41.6189,1.00987
0.65,1.07117,1.03054,40.6281,39.6475,41.6078,1.01009
0.66,1.08454,1.03114,40.6173,39.6371,41.5967,1.01029
