time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,21,20,22,1
0.01,0.0193011,1,20.9999,19.9999,21.9999,1
0.02,0.0374494,1,20.9996,19.9996,21.9996,1
0.03,0.0546145,1.00001,20.9992,19.9992,21.9992,1
0.04,0.0707825,1.00001,20.9985,19.9986,21.9985,1
0.05,0.0859418,1.00002,20.9978,19.9978,21.9977,1
0.06,0.100512,1.00003,20.9968,19.9969,21.9968,1
0.07,0.114368,1.00004,20.9958,19.9958,21.9957,1
0.08,0.127557,1.00005,20.9945,19.9946,21.9945,1
0.09,0.140123,1.00005,20.9932,19.9933,21.9932,1
0.1,0.152182,1.00007,20.9918,19.9918,21.9917,1
0.11,0.16364,1.0001,20.9902,19.9903,21.9901,1.00002
0.12,0.1746,1.00013,20.9885,19.9886,21.9884,1.00004
0.13,0.185071,1.00017,20.9867,19.9869,21.9866,1.00006
0.14,0.195084,1.0002,20.9848,19.985,21.9847,1.00007
0.15,0.204671,1.00022,20.9828,19.983,21.9827,1.00008
0.16,0.213868,1.00024,20.9807,19.9809,21.9806,1.00008
0.17,0.222675,1.00028,20.9785,19.9788,21.9784,1.00009
0.18,0.231127,1.00032,20.9763,19.9765,21.9761,1.0001
0.19,0.239246,1.0004,20.9739,19.9742,21.9737,1.00014
0.2,0.247087,1.00047,20.9715,19.9718,21.9712,1.00016
0.21,0.254619,1.00054,20.969,19.9694,21.9687,1.00018
0.22,0.26184,1.00061,20.9664,19.9668,21.966,1.0002
0.23,0.268818,1.00067,20.9637,19.9642,21.9633,1.00021
0.24,0.275388,1.00072,20.961,19.9615,21.9605,1.00022
0.25,0.281884,1.00081,20.9582,19.9588,21.9577,1.00025
0.26,0.288157,1.0009,20.9554,19.956,21.9548,1.00029
0.27,0.294204,1.00099,20.9525,19.9532,21.9518,1.00031
0.28,0.30006,1.00107,20.9495,19.9503,21.9488,1.00033
0.29,0.305652,1.00113,20.9465,19.9473,21.9457,1.00034
0.3,0.311104,1.0012,20.9434,19.9442,21.9426,1.00037
0.31,0.316351,1.00129,20.9403,19.9411,21.9394,1.00041
0.32,0.321518,1.00137,20.9371,19.938,21.9361,1.00044
0.33,0.326429,1.00144,20.9338,19.9348,21.9328,1.00046
0.34,0.331187,1.0015,20.9305,19.9316,21.9295,1.00047
0.35,0.335817,1.00157,20.9272,19.9283,21.9262,1.00051
0.36,0.340339,1.00164,20.9238,19.9249,21.9228,1.00054
0.37,0.344682,1.00171,20.9204,19.9216,21.9193,1.00057
0.38,0.348913,1.00177,20.9169,19.9181,21.9158,1.00058
0.39,0.352982,1.00182,20.9134,19.9147,21.9122,1.00059
0.4,0.356961,1.0019,20.9099,19.9112,21.9086,1.00063
0.41,0.360821,1.00197,20.9063,19.9076,21.905,1.00066
0.42,0.364608,1.00203,20.9027,19.904,21.9013,1.00068
0.43,0.368243,1.00207,20.899,19.9004,21.8976,1.00068
0.44,0.371827,1.00214,20.8953,19.8968,21.8939,1.00071
0.45,0.375372,1.00221,20.8916,19.8931,21.8901,1.00073
0.46,0.378729,1.00227,20.8878,19.8894,21.8863,1.00075
0.47,0.382017,1.00231,20.884,19.8856,21.8825,1.00074
0.48,0.38516,1.00236,20.8802,19.8818,21.8786,1.00076
0.49,0.388315,1.00241,20.8763,19.878,21.8747,1.00079
0.5,0.391314,1.00246,20.8724,19.8741,21.8708,1.0008
0.51,0.394244,1.00247,20.8685,19.8702,21.8669,1.00079
0.52,0.397189,1.0025,20.8645,19.8663,21.8629,1.00081
0.53,0.40006,1.00252,20.8605,19.8623,21.859,1.00083
0.54,0.402815,1.00254,20.8565,19.8583,21.8549,1.00084
0.55,0.405522,1.00255,20.8525,19.8543,21.8509,1.00083
0.56,0.408203,1.00258,20.8484,19.8502,21.8468,1.00086
0.57,0.410796,1.00262,20.8443,19.8461,21.8427,1.00088
0.58,0.413347,1.00265,20.8402,19.842,21.8385,1.00088
0.59,0.415714,1.00266,20.8361,19.8379,21.8343,1.00087
0.6,0.418193,1.00271,20.8319,19.8337,21.8301,1.0009
0.61,0.420612,1.00274,20.8277,19.8296,21.8259,1.00091
0.62,0.422965,1.00277,20.8235,19.8254,21.8217,1.0009
0.63,0.425235,1.00278,20.8192,19.8211,21.8174,1.0009
0.64,0.427543,1.00281,20.815,19.8169,21.8131,1.00092
0.65,0.429729,1.00284,20.8107,19.8126,21.8088,1.00093
0.66,0.431867,1.00285,20.8064,19.8083,21.8045,1.00092
0.67,0.433996,1.00286,20.8021,19.804,21.8001,1.00093
0.68,0.436057,1.00288,20.7977,19.7997,21.7958,1.00095
0.69,0.438048,1.0029,20.7933,19.7953,21.7914,1.00095
0.7,0.440021,1.0029,20.7889,19.7909,21.787,1.00094
0.71,0.441994,1.00294,20.7845,19.7865,21.7826,1.00097
0.72,0.443893,1.00297,20.7801,19.7821,21.7782,1.00099
0.73,0.4458,1.00299,20.7757,19.7777,21.7737,1.00098
0.74,0.447606,1.00301,20.7712,19.7732,21.7692,1.00099
0.75,0.449443,1.00305,20.7667,19.7688,21.7647,1.00102
0.76,0.451197,1.00309,20.7622,19.7643,21.7602,1.00102
0.77,0.452897,1.00311,20.7577,19.7598,21.7556,1.001
0.78,0.454555,1.00316,20.7532,19.7553,21.7511,1.00103
