time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,21,20,22,1
0.01,0.0197162,1,20.9999,19.9999,21.9999,1
0.02,0.0391246,1.00001,20.9996,19.9996,21.9996,1
0.03,0.0582243,1.00001,20.9991,19.9991,21.9991,1
0.04,0.077029,1.00002,20.9985,19.9985,21.9984,1
0.05,0.0956255,1.00003,20.9976,19.9976,21.9976,0.999999
0.06,0.113847,1.00003,20.9966,19.9966,21.9965,0.999998
0.07,0.131806,1.00004,20.9953,19.9954,21.9953,0.999997
0.08,0.149492,1.00006,20.9939,19.994,21.9939,0.999995
0.09,0.166924,1.00007,20.9924,19.9924,21.9923,0.999992
0.1,0.184151,1.00011,20.9906,19.9907,21.9905,1.00001
0.11,0.201144,1.00015,20.9887,19.9888,21.9886,1.00004
0.12,0.21791,1.0002,20.9866,19.9868,21.9865,1.00007
0.13,0.234417,1.00025,20.9844,19.9846,21.9842,1.00009
0.14,0.250672,1.0003,20.9819,19.9822,21.9818,1.0001
0.15,0.266757,1.00037,20.9794,19.9797,21.9792,1.00013
0.16,0.282594,1.00047,20.9766,19.977,21.9764,1.00015
0.17,0.298214,1.00061,20.9737,19.9742,21.9734,1.0002
0.18,0.313607,1.00078,20.9707,19.9713,21.9702,1.00026
0.19,0.328822,1.00096,20.9675,19.9682,21.9669,1.00032
0.2,0.343812,1.00117,20.9641,19.965,21.9634,1.00038
0.21,0.358561,1.0014,20.9606,19.9616,21.9597,1.00043
0.22,0.373137,1.0017,20.9569,19.9581,21.9558,1.00053
0.23,0.387486,1.002,20.9531,19.9545,21.9518,1.00064
0.24,0.401621,1.00234,20.9492,19.9508,21.9476,1.00074
0.25,0.415375,1.00268,20.9451,19.9469,21.9432,1.00083
0.26,0.42912,1.0031,20.9409,19.9429,21.9387,1.00098
0.27,0.442798,1.00353,20.9365,19.9388,21.934,1.00112
0.28,0.456134,1.00403,20.9321,19.9346,21.9291,1.00126
0.29,0.469245,1.00455,20.9274,19.9303,21.9241,1.00142
0.3,0.482155,1.0051,20.9227,19.9259,21.919,1.00162
0.31,0.494875,1.00569,20.9178,19.9214,21.9137,1.00182
0.32,0.507386,1.00633,20.9128,19.9167,21.9082,1.00201
0.33,0.519736,1.00704,20.9077,19.912,21.9025,1.00226
0.34,0.531874,1.00781,20.9024,19.9072,21.8967,1.0025
0.35,0.543798,1.00861,20.897,19.9023,21.8906,1.00273
0.36,0.555555,1.00948,20.8915,19.8973,21.8845,1.00303
0.37,0.567111,1.01042,20.8859,19.8922,21.8781,1.00332
0.38,0.578481,1.01136,20.8802,19.887,21.8717,1.00361
0.39,0.589559,1.01243,20.8744,19.8817,21.865,1.00395
0.4,0.600485,1.01348,20.8684,19.8763,21.8582,1.00428
0.41,0.611239,1.01452,20.8624,19.8709,21.8514,1.00463
0.42,0.62195,1.01571,20.8562,19.8654,21.8443,1.00502
0.43,0.632299,1.0169,20.8499,19.8598,21.8371,1.00538
0.44,0.642408,1.01823,20.8436,19.8541,21.8297,1.00581
0.45,0.652369,1.01956,20.8371,19.8483,21.8222,1.00623
0.46,0.662144,1.02099,20.8305,19.8425,21.8144,1.00665
0.47,0.671728,1.02244,20.8239,19.8366,21.8066,1.00712
0.48,0.681129,1.02397,20.8171,19.8306,21.7986,1.00756
0.49,0.690334,1.02552,20.8102,19.8246,21.7906,1.00807
0.5,0.699347,1.02709,20.8033,19.8184,21.7824,1.00856
0.51,0.708026,1.02872,20.7963,19.8122,21.774,1.00908
0.52,0.716622,1.03047,20.7891,19.806,21.7655,1.00962
0.53,0.725113,1.0322,20.7819,19.7996,21.7569,1.01015
0.54,0.733498,1.03408,20.7747,19.7932,21.7481,1.01073
0.55,0.741594,1.03592,20.7673,19.7868,21.7392,1.01127
0.56,0.749476,1.0379,20.7598,19.7803,21.7302,1.01189
0.57,0.757248,1.03976,20.7523,19.7737,21.7212,1.01247
0.58,0.764887,1.04177,20.7447,19.7671,21.712,1.0131
0.59,0.772293,1.04385,20.737,19.7604,21.7027,1.01372
0.6,0.779566,1.04594,20.7292,19.7537,21.6933,1.01436
0.61,0.786583,1.04812,20.7214,19.7468,21.6837,1.01501
0.62,0.793491,1.05032,20.7135,19.74,21.674,1.01568
0.63,0.8003,1.05257,20.7056,19.7331,21.6643,1.01635
0.64,0.806941,1.0548,20.6975,19.7262,21.6545,1.01702
0.65,0.813452,1.05709,20.6894,19.7192,21.6447,1.01773
0.66,0.819837,1.05945,20.6813,19.7121,21.6347,1.01842
0.67,0.825827,1.06185,20.673,19.705,21.6246,1.01915
0.68,0.831966,1.06427,20.6647,19.6979,21.6144,1.01987
0.69,0.837886,1.06674,20.6564,19.6907,21.6042,1.02061
0.7,0.843703,1.06912,20.648,19.6834,21.594,1.02134
0.71,0.849452,1.07157,20.6395,19.6761,21.5837,1.0221
0.72,0.855029,1.0741,20.631,19.6687,21.5733,1.02285
0.73,0.860375,1.07663,20.6224,19.6613,21.5628,1.02362
0.74,0.865684,1.07921,20.6138,19.6538,21.5522,1.02439
0.75,0.870896,1.08183,20.6051,19.6463,21.5416,1.02516
0.76,0.87597,1.08439,20.5964,19.6388,21.531,1.02594
0.77,0.880939,1.08696,20.5876,19.6312,21.5204,1.02672
0.78,0.885845,1.08959,20.5788,19.6236,21.5097,1.02752
0.79,0.890571,1.0922,20.5699,19.6159,21.4989,1.0283
0.8,0.895379,1.09489,20.561,19.6082,21.4881,1.02911
0.81,0.899937,1.09754,20.552,19.6005,21.4772,1.02988
0.82,0.904453,1.10017,20.543,19.5927,21.4664,1.03072
0.83,0.908871,1.10274,20.5339,19.5848,21.4556,1.03149
0.84,0.913076,1.10543,20.5248,19.577,21.4447,1.03232
0.85,0.917284,1.10807,20.5157,19.569,21.4337,1.03311
