time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,1.25,0.25,2.25,1
0.01,0.0151634,1.00003,1.24993,0.249967,2.24991,1.00001
0.02,0.0280068,1.00013,1.24971,0.249882,2.24967,1.00002
0.03,0.0390408,1.00029,1.24938,0.249756,2.24928,1.00005
0.04,0.0486013,1.0005,1.24895,0.249596,2.24878,1.00009
0.05,0.0569497,1.00076,1.24842,0.249408,2.24817,1.00014
0.06,0.0643009,1.00106,1.24782,0.249195,2.24746,1.00019
0.07,0.0707862,1.0014,1.24715,0.248961,2.24668,1.00026
0.08,0.076529,1.00178,1.24641,0.24871,2.24583,1.00033
0.09,0.0816279,1.00218,1.24562,0.248443,2.24491,1.00042
0.1,0.0861757,1.00262,1.24479,0.248162,2.24394,1.00051
0.11,0.0902385,1.00309,1.24391,0.24787,2.24292,1.0006
0.12,0.093883,1.00358,1.24299,0.247568,2.24185,1.00071
0.13,0.0971583,1.00411,1.24203,0.247259,2.24075,1.00084
0.14,0.100106,1.00467,1.24105,0.246944,2.23961,1.00098
0.15,0.102768,1.00524,1.24004,0.246622,2.23843,1.00112
0.16,0.105169,1.00583,1.239,0.246295,2.23723,1.00127
0.17,0.10735,1.00644,1.23794,0.245963,2.23601,1.00143
0.18,0.109328,1.00706,1.23686,0.245626,2.23476,1.00159
0.19,0.111141,1.00769,1.23576,0.245285,2.23349,1.00175
0.2,0.112783,1.00835,1.23464,0.24494,2.23219,1.00192
0.21,0.114284,1.00903,1.2335,0.244591,2.23085,1.0021
0.22,0.115649,1.00973,1.23236,0.244239,2.22948,1.00227
0.23,0.116892,1.01044,1.23119,0.243884,2.22808,1.00246
0.24,0.118028,1.0112,1.23002,0.243526,2.22666,1.00267
0.25,0.119066,1.01197,1.22884,0.243166,2.22521,1.00288
0.26,0.120012,1.01275,1.22764,0.242803,2.22374,1.0031
0.27,0.120874,1.01355,1.22644,0.242437,2.22225,1.00332
0.28,0.121667,1.01436,1.22523,0.242068,2.22075,1.00354
0.29,0.122406,1.01517,1.22401,0.241697,2.21923,1.00377
0.3,0.123061,1.01599,1.22278,0.241325,2.21771,1.004
0.31,0.123653,1.01683,1.22155,0.240951,2.21616,1.00423
0.32,0.124197,1.01768,1.22031,0.240576,2.21459,1.00446
0.33,0.124689,1.01855,1.21907,0.2402,2.213,1.00469
0.34,0.125137,1.01945,1.21782,0.239823,2.21139,1.00495
0.35,0.125524,1.02036,1.21657,0.239446,2.20977,1.00522
0.36,0.125868,1.02128,1.21531,0.239067,2.20813,1.00548
0.37,0.126184,1.0222,1.21405,0.238688,2.20649,1.00575
0.38,0.126473,1.02313,1.21279,0.238308,2.20484,1.00601
0.39,0.126736,1.02406,1.21153,0.237928,2.20319,1.00628
0.4,0.126982,1.025,1.21026,0.237547,2.20154,1.00654
0.41,0.127196,1.02595,1.20899,0.237166,2.19987,1.00681
0.42,0.127381,1.0269,1.20772,0.236784,2.19818,1.00708
0.43,0.127522,1.02787,1.20644,0.236402,2.19648,1.00736
0.44,0.127631,1.02887,1.20517,0.23602,2.19477,1.00765
0.45,0.127716,1.02987,1.20389,0.235637,2.19305,1.00795
0.46,0.127779,1.03088,1.20262,0.235254,2.19133,1.00824
0.47,0.127828,1.03188,1.20134,0.234871,2.18961,1.00853
0.48,0.127864,1.03289,1.20006,0.234488,2.1879,1.00883
0.49,0.127885,1.03389,1.19878,0.234103,2.18618,1.00912
0.5,0.127891,1.03491,1.19751,0.233716,2.18444,1.00941
0.51,0.127883,1.03594,1.19623,0.233327,2.18268,1.0097
0.52,0.12786,1.03697,1.19495,0.232937,2.18092,1.01
0.53,0.127826,1.038,1.19367,0.232545,2.17916,1.0103
0.54,0.127776,1.03906,1.1924,0.232152,2.17741,1.01061
0.55,0.127716,1.04011,1.19112,0.231759,2.17565,1.01093
0.56,0.127642,1.04115,1.18984,0.231366,2.17391,1.01124
