time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,3.5,2.5,4.5,1
0.01,0.0190663,0.99999,3.49991,2.4999,4.49993,1.00001
0.02,0.0370026,1,3.49965,2.49964,4.49966,1.00001
0.03,0.053939,1.00002,3.49922,2.49921,4.4992,1.00002
0.04,0.0699765,1.00004,3.49862,2.49861,4.49858,1.00002
0.05,0.0850983,1.00006,3.49786,2.49786,4.49779,1.00003
0.06,0.0995266,1.00008,3.49696,2.49696,4.49685,1.00003
0.07,0.113258,1.0001,3.49591,2.49592,4.49577,1.00003
0.08,0.126276,1.00013,3.49474,2.49475,4.49456,1.00003
0.09,0.138714,1.00015,3.49343,2.49346,4.49322,1.00003
0.1,0.15057,1.00017,3.49201,2.49205,4.49176,1.00002
0.11,0.161911,1.00021,3.49047,2.49053,4.49019,1.00004
0.12,0.172752,1.00026,3.48881,2.4889,4.48851,1.00006
0.13,0.183147,1.0003,3.48705,2.48717,4.48674,1.00008
0.14,0.193045,1.00033,3.48519,2.48535,4.48489,1.0001
0.15,0.202538,1.00035,3.48323,2.48344,4.48297,1.00011
0.16,0.21168,1.00036,3.48117,2.48143,4.48096,1.00012
0.17,0.220416,1.00037,3.47902,2.47932,4.47886,1.00014
0.18,0.22883,1.00038,3.47679,2.47714,4.47667,1.00015
0.19,0.236855,1.00042,3.47448,2.47488,4.47438,1.00017
0.2,0.244577,1.00049,3.47209,2.47256,4.47199,1.0002
0.21,0.251998,1.00056,3.46962,2.47017,4.46952,1.00024
0.22,0.259128,1.00063,3.46707,2.46772,4.46699,1.00027
0.23,0.266007,1.0007,3.46446,2.46519,4.46439,1.0003
0.24,0.272574,1.00077,3.46178,2.46258,4.46169,1.00032
0.25,0.278951,1.00085,3.45903,2.45993,4.45892,1.00035
0.26,0.285148,1.00099,3.45622,2.45722,4.45605,1.0004
0.27,0.291132,1.00114,3.45335,2.45447,4.45312,1.00046
0.28,0.296891,1.00128,3.45042,2.45167,4.45013,1.00051
0.29,0.30248,1.00141,3.44744,2.44879,4.44708,1.00055
0.3,0.307801,1.00154,3.4444,2.44585,4.44394,1.00059
0.31,0.313001,1.00171,3.4413,2.44285,4.44074,1.00065
0.32,0.318017,1.0019,3.43815,2.43981,4.43746,1.00073
0.33,0.322827,1.00208,3.43496,2.43672,4.43415,1.00079
0.34,0.327505,1.00227,3.43172,2.43359,4.43076,1.00085
0.35,0.332054,1.00249,3.42843,2.43044,4.42727,1.0009
0.36,0.336373,1.00276,3.42509,2.42726,4.42373,1.00099
