time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,8.5,7.5,9.5,1
0.01,0.0183961,1,8.49991,7.49991,9.49991,1
0.02,0.0343752,1.00001,8.49965,7.49965,9.49964,1
0.03,0.0484013,1.00002,8.49924,7.49925,9.49922,1
0.04,0.0607515,1.00002,8.4987,7.49871,9.49866,1
0.05,0.0717941,1.00003,8.49804,7.49805,9.49799,0.999999
0.06,0.0816612,1.00004,8.49728,7.49729,9.49721,0.999999
0.07,0.0904886,1.00004,8.49642,7.49643,9.49635,0.999997
0.08,0.0984763,1.00004,8.49548,7.4955,9.4954,0.999995
0.09,0.105728,1.00004,8.49446,7.49449,9.49439,0.999992
0.1,0.112338,1.00004,8.49337,7.49341,9.49331,0.999988
0.11,0.118391,1.00003,8.49222,7.49227,9.49217,0.999983
0.12,0.123967,1.00003,8.49101,7.49107,9.49098,0.99999
0.13,0.128757,1.00004,8.48975,7.48982,9.48975,1
0.14,0.133627,1.00004,8.48844,7.48852,9.48847,1.00002
0.15,0.13812,1.00004,8.48708,7.48718,9.48716,1.00003
0.16,0.142294,1.00003,8.48568,7.48579,9.48582,1.00004
0.17,0.146154,1.00001,8.48424,7.48437,9.48445,1.00005
0.18,0.149761,0.999993,8.48277,7.48291,9.48304,1.00006
0.19,0.153134,0.999972,8.48125,7.48141,9.48158,1.00006
0.2,0.156297,0.999953,8.47971,7.47988,9.48009,1.00006
0.21,0.159257,0.999936,8.47813,7.47832,9.47855,1.00005
0.22,0.162043,0.999925,8.47653,7.47673,9.47697,1.00005
0.23,0.164672,0.999945,8.4749,7.47512,9.47536,1.00007
0.24,0.167169,0.99997,8.47324,7.47348,9.47372,1.00009
0.25,0.169539,0.999994,8.47156,7.47183,9.47205,1.0001
0.26,0.171792,1.00002,8.46985,7.47015,9.47035,1.00012
0.27,0.173903,1.00003,8.46813,7.46846,9.46864,1.00012
0.28,0.175962,1.00005,8.46638,7.46674,9.46691,1.00013
0.29,0.177933,1.00007,8.46461,7.465,9.46514,1.00014
0.3,0.179801,1.00009,8.46282,7.46323,9.46334,1.00014
0.31,0.181574,1.00012,8.46102,7.46146,9.46151,1.00014
0.32,0.183277,1.00017,8.4592,7.45966,9.45965,1.00016
0.33,0.184915,1.00022,8.45736,7.45785,9.45777,1.00018
0.34,0.186501,1.00028,8.4555,7.45603,9.45588,1.0002
0.35,0.188027,1.00033,8.45363,7.4542,9.45397,1.00021
0.36,0.189477,1.00037,8.45174,7.45235,9.45207,1.00023
0.37,0.190893,1.00041,8.44984,7.45048,9.45013,1.00024
0.38,0.192274,1.00045,8.44793,7.44859,9.44818,1.00024
0.39,0.19355,1.00049,8.446,7.44668,9.44619,1.00025
0.4,0.194802,1.00053,8.44406,7.44475,9.44419,1.00025
0.41,0.195995,1.0006,8.44211,7.44282,9.44217,1.00028
0.42,0.197169,1.00066,8.44014,7.44087,9.44015,1.0003
0.43,0.198292,1.00071,8.43817,7.43891,9.43812,1.00032
0.44,0.199404,1.00076,8.43618,7.43694,9.43609,1.00034
0.45,0.200449,1.00083,8.43418,7.43498,9.43402,1.00035
0.46,0.201487,1.00089,8.43217,7.433,9.43193,1.00036
0.47,0.202475,1.00096,8.43016,7.43101,9.42983,1.00036
0.48,0.203457,1.00102,8.42813,7.42901,9.42772,1.00037
