time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,6,5,7,1
0.01,0.0192276,1,5.99991,4.99991,6.9999,1
0.02,0.0373353,1.00001,5.99963,4.99963,6.99962,1
0.03,0.0544385,1.00002,5.99918,4.99918,6.99915,1
0.04,0.0705964,1.00002,5.99856,4.99856,6.99851,1
0.05,0.0858608,1.00003,5.99778,4.99779,6.99772,1
0.06,0.100443,1.00004,5.99685,4.99686,6.99678,0.999999
0.07,0.11422,1.00005,5.99578,4.9958,6.9957,0.999998
0.08,0.127332,1.00006,5.99458,4.99461,6.99449,0.999997
0.09,0.13982,1.00006,5.99325,4.9933,6.99316,0.999994
0.1,0.151728,1.00007,5.9918,4.99187,6.99171,0.999992
0.11,0.162862,1.00009,5.99023,4.99032,6.99016,1.00001
0.12,0.173802,1.00012,5.98855,4.98867,6.98851,1.00004
0.13,0.184268,1.00013,5.98676,4.98691,6.98676,1.00005
0.14,0.194242,1.00014,5.98488,4.98506,6.98492,1.00007
0.15,0.203809,1.00015,5.98289,4.98312,6.98299,1.00008
0.16,0.212991,1.00016,5.98081,4.98107,6.98094,1.00009
0.17,0.221807,1.00018,5.97864,4.97894,6.97877,1.00009
0.18,0.230239,1.00021,5.97638,4.97673,6.97651,1.0001
0.19,0.238346,1.00029,5.97404,4.97444,6.97414,1.00014
0.2,0.246166,1.00036,5.97162,4.97208,6.97169,1.00017
0.21,0.253661,1.00044,5.96913,4.96965,6.96917,1.0002
0.22,0.260889,1.00053,5.96656,4.96716,6.96656,1.00023
0.23,0.267732,1.00062,5.96392,4.96459,6.96385,1.00025
0.24,0.274442,1.00073,5.96121,4.96196,6.96104,1.00027
0.25,0.280876,1.00087,5.95844,4.95927,6.95816,1.00031
0.26,0.2871,1.00102,5.9556,4.95652,6.95521,1.00037
0.27,0.293193,1.00116,5.9527,4.95373,6.95223,1.00041
0.28,0.298951,1.00131,5.94974,4.95088,6.94916,1.00045
0.29,0.304575,1.00147,5.94673,4.94796,6.94601,1.00049
0.3,0.309981,1.00163,5.94366,4.94497,6.94278,1.00053
0.31,0.315213,1.00181,5.94053,4.94194,6.93952,1.0006
0.32,0.320303,1.00198,5.93736,4.93886,6.93623,1.00066
0.33,0.325227,1.00218,5.93413,4.93574,6.93282,1.00072
0.34,0.329886,1.00239,5.93086,4.93259,6.92935,1.00077
0.35,0.334488,1.00259,5.92754,4.92939,6.92586,1.00082
0.36,0.338922,1.00281,5.92417,4.92615,6.92237,1.00091
0.37,0.343255,1.00299,5.92076,4.92288,6.91887,1.00098
0.38,0.347417,1.0032,5.91731,4.91957,6.91528,1.00105
0.39,0.351475,1.00341,5.91382,4.91621,6.91162,1.00111
0.4,0.3553,1.00365,5.91029,4.91282,6.90792,1.0012
0.41,0.359043,1.00389,5.90672,4.9094,6.90422,1.00129
0.42,0.362716,1.00414,5.90311,4.90596,6.90043,1.00137
