time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,8.5,7.5,9.5,1
0.01,0.0192122,0.999989,8.49991,7.4999,9.49993,1.00001
0.02,0.0372791,1,8.49965,7.49963,9.49966,1.00001
0.03,0.0543352,1.00001,8.49921,7.4992,9.4992,1.00002
0.04,0.0704813,1.00003,8.49861,7.49859,9.49857,1.00002
0.05,0.0857025,1.00005,8.49785,7.49783,9.49779,1.00002
0.06,0.100227,1.00006,8.49694,7.49692,9.49684,1.00002
0.07,0.114044,1.00008,8.49588,7.49587,9.49575,1.00003
0.08,0.127154,1.0001,8.4947,7.49469,9.49454,1.00002
0.09,0.139676,1.00011,8.49339,7.49338,9.49319,1.00002
0.1,0.151611,1.00012,8.49195,7.49195,9.49173,1.00001
0.11,0.163039,1.00015,8.4904,7.49042,9.49015,1.00002
0.12,0.173947,1.00019,8.48873,7.48877,9.48847,1.00004
0.13,0.184413,1.00022,8.48696,7.48702,9.4867,1.00006
0.14,0.194374,1.00025,8.48508,7.48518,9.48484,1.00008
0.15,0.204,1.00025,8.48311,7.48325,9.48291,1.00009
0.16,0.213143,1.00025,8.48104,7.48121,9.4809,1.00009
0.17,0.221924,1.00024,8.47888,7.47908,9.47879,1.0001
0.18,0.23036,1.00024,8.47663,7.47687,9.47658,1.0001
0.19,0.238468,1.00027,8.4743,7.47458,9.47429,1.00012
0.2,0.246241,1.00032,8.47189,7.47223,9.47189,1.00015
0.21,0.253734,1.00038,8.46941,7.46981,9.46941,1.00018
0.22,0.260872,1.00043,8.46685,7.46733,9.46687,1.00021
0.23,0.267862,1.00048,8.46421,7.46477,9.46426,1.00023
0.24,0.274502,1.00054,8.46151,7.46213,9.46155,1.00025
0.25,0.280933,1.00061,8.45875,7.45945,9.45877,1.00027
0.26,0.287211,1.00073,8.45592,7.45671,9.45589,1.00032
0.27,0.293205,1.00085,8.45303,7.45392,9.45295,1.00037
0.28,0.299065,1.00098,8.45008,7.45109,9.44995,1.00041
0.29,0.304692,1.00109,8.44707,7.44816,9.44689,1.00045
0.3,0.310102,1.0012,8.444,7.44518,9.44374,1.00048
0.31,0.315297,1.00135,8.44089,7.44214,9.44051,1.00054
0.32,0.320401,1.00152,8.43772,7.43906,9.43722,1.0006
0.33,0.325195,1.00168,8.4345,7.43593,9.4339,1.00066
0.34,0.330058,1.00186,8.43123,7.43277,9.43048,1.00071
0.35,0.334513,1.00205,8.42792,7.42957,9.42698,1.00076
0.36,0.339026,1.00231,8.42456,7.42635,9.42343,1.00084
0.37,0.34335,1.00255,8.42115,7.42311,9.41986,1.00092
0.38,0.347503,1.00278,8.41771,7.41983,9.41627,1.00099
0.39,0.351553,1.003,8.41422,7.4165,9.41262,1.00105
0.4,0.355417,1.00326,8.41069,7.41313,9.4089,1.00113
0.41,0.359316,1.00354,8.40713,7.40975,9.40514,1.00123
0.42,0.362991,1.00383,8.40352,7.40635,9.40136,1.00132
0.43,0.366636,1.00411,8.39988,7.40291,9.39752,1.0014
0.44,0.370086,1.0044,8.3962,7.39944,9.39362,1.00148
0.45,0.373476,1.00474,8.39249,7.39594,9.38968,1.0016
0.46,0.376741,1.00508,8.38875,7.39244,9.38572,1.0017
0.47,0.379939,1.00542,8.38497,7.38892,9.38171,1.00179
0.48,0.382949,1.00575,8.38116,7.38534,9.37764,1.00188
0.49,0.385868,1.00611,8.37733,7.3817,9.37354,1.00201
0.5,0.388788,1.00645,8.37346,7.37801,9.36942,1.00212
0.51,0.391631,1.00678,8.36956,7.37428,9.36524,1.00223
0.52,0.394371,1.00712,8.36564,7.37053,9.361,1.00232
0.53,0.397061,1.0075,8.36169,7.36679,9.3568,1.00246
0.54,0.399747,1.00786,8.35771,7.36305,9.35259,1.00259
0.55,0.402339,1.00823,8.3537,7.3593,9.34834,1.00271
0.56,0.404834,1.00859,8.34967,7.35552,9.34404,1.00281
0.57,0.407239,1.00898,8.34562,7.35169,9.33975,1.00296
0.58,0.409633,1.00938,8.34154,7.34786,9.33541,1.00309
0.59,0.411968,1.00978,8.33743,7.34402,9.33102,1.00322
0.6,0.414226,1.01018,8.33331,7.34016,9.32659,1.00333
0.61,0.416409,1.01061,8.32916,7.33625,9.32216,1.00349
0.62,0.418509,1.01104,8.32499,7.33234,9.31767,1.00363
0.63,0.420583,1.01149,8.3208,7.32842,9.31314,1.00376
0.64,0.422573,1.01192,8.31659,7.32448,9.30859,1.00388
0.65,0.424601,1.0124,8.31236,7.32048,9.30398,1.00405
0.66,0.426574,1.01287,8.3081,7.31646,9.29931,1.00419
0.67,0.428534,1.01332,8.30383,7.31241,9.29466,1.00432
0.68,0.430418,1.01378,8.29954,7.30837,9.29,1.00447
0.69,0.432259,1.01427,8.29523,7.30431,9.28532,1.00463
0.7,0.434062,1.01477,8.29091,7.30026,9.28059,1.00479
0.71,0.435766,1.01525,8.28656,7.29622,9.27587,1.00492
0.72,0.437474,1.01577,8.2822,7.29214,9.27111,1.00509
0.73,0.439168,1.0163,8.27782,7.28805,9.26632,1.00526
0.74,0.440752,1.01682,8.27342,7.28397,9.26151,1.00541
0.75,0.44238,1.01735,8.26901,7.27989,9.25669,1.00555
0.76,0.44387,1.01793,8.26459,7.27579,9.25182,1.00573
0.77,0.445308,1.0185,8.26014,7.27168,9.24695,1.0059
0.78,0.446742,1.01906,8.25569,7.26759,9.24206,1.00606
0.79,0.448124,1.01966,8.25122,7.26351,9.23713,1.00622
0.8,0.449557,1.02027,8.24673,7.25937,9.23219,1.0064
0.81,0.450874,1.02083,8.24223,7.25519,9.22725,1.00657
0.82,0.452218,1.02138,8.23772,7.25098,9.22227,1.00672
0.83,0.453541,1.02196,8.2332,7.24672,9.21728,1.00691
0.84,0.454848,1.02255,8.22866,7.2425,9.21228,1.0071
0.85,0.456159,1.02314,8.22411,7.2383,9.20726,1.00726
0.86,0.457433,1.02376,8.21954,7.2341,9.20219,1.00743
0.87,0.458655,1.0244,8.21496,7.22988,9.19714,1.00763
