time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,2.75,1.75,3.75,1
0.01,0.018187,1.00001,2.74991,1.74991,3.7499,1
0.02,0.0339863,1.00002,2.74965,1.74966,3.74963,1
0.03,0.0478315,1.00005,2.74924,1.74928,3.7492,1.00001
0.04,0.0600288,1.00008,2.7487,1.74876,3.74865,1.00002
0.05,0.0708676,1.0001,2.74804,1.74812,3.74798,1.00003
0.06,0.0805273,1.00012,2.74729,1.74737,3.74721,1.00004
0.07,0.0891864,1.00014,2.74644,1.74654,3.74635,1.00004
0.08,0.0969992,1.00015,2.74551,1.74562,3.74541,1.00004
0.09,0.104093,1.00015,2.7445,1.74462,3.7444,1.00003
0.1,0.110563,1.00014,2.74343,1.74355,3.74332,1.00002
0.11,0.116545,1.00012,2.74229,1.74241,3.74219,1.00001
0.12,0.12213,1.00011,2.7411,1.74122,3.74101,1.00001
0.13,0.127311,1.00009,2.73985,1.73995,3.73979,1.00001
0.14,0.132212,1.00009,2.73856,1.73864,3.73852,1.00003
0.15,0.13682,1.00009,2.73721,1.73729,3.73719,1.00004
0.16,0.141139,1.00011,2.73582,1.73591,3.7358,1.00005
0.17,0.145133,1.00013,2.73439,1.7345,3.73435,1.00005
0.18,0.148648,1.00015,2.73293,1.73305,3.73286,1.00005
0.19,0.151846,1.00016,2.73142,1.73155,3.73134,1.00005
0.2,0.154796,1.00016,2.72989,1.73002,3.7298,1.00005
0.21,0.157525,1.00015,2.72833,1.72846,3.72822,1.00004
0.22,0.160097,1.00015,2.72674,1.72688,3.72663,1.00002
0.23,0.162608,1.00016,2.72513,1.72527,3.72501,1.00003
0.24,0.165052,1.00016,2.72349,1.72362,3.72339,1.00004
0.25,0.167529,1.00016,2.72183,1.72195,3.72175,1.00006
0.26,0.169973,1.00016,2.72015,1.72027,3.72007,1.00007
0.27,0.172227,1.00018,2.71844,1.71858,3.71835,1.00007
0.28,0.174082,1.0002,2.71671,1.71687,3.7166,1.00007
0.29,0.175786,1.0002,2.71496,1.71512,3.71483,1.00006
0.3,0.177373,1.0002,2.71319,1.71335,3.71305,1.00005
0.31,0.178867,1.00019,2.71141,1.71157,3.71127,1.00004
0.32,0.180402,1.0002,2.70962,1.70978,3.70946,1.00005
0.33,0.181975,1.0002,2.70781,1.70796,3.70767,1.00006
0.34,0.183665,1.0002,2.70598,1.70613,3.70587,1.00007
0.35,0.185388,1.0002,2.70413,1.70429,3.70404,1.00008
0.36,0.186837,1.00022,2.70227,1.70245,3.70217,1.00008
0.37,0.187952,1.00023,2.7004,1.70058,3.70028,1.00007
0.38,0.189007,1.00022,2.69852,1.6987,3.69837,1.00006
0.39,0.190003,1.00022,2.69662,1.6968,3.69647,1.00005
0.4,0.191027,1.00022,2.69472,1.6949,3.69456,1.00005
0.41,0.192109,1.00023,2.6928,1.69298,3.69265,1.00006
0.42,0.193344,1.00022,2.69088,1.69104,3.69075,1.00007
0.43,0.194676,1.00022,2.68894,1.6891,3.68883,1.00008
0.44,0.195891,1.00023,2.68698,1.68716,3.68688,1.00008
0.45,0.196679,1.00023,2.68502,1.68521,3.6849,1.00008
0.46,0.197388,1.00023,2.68305,1.68324,3.6829,1.00007
0.47,0.198069,1.00023,2.68108,1.68127,3.68092,1.00005
0.48,0.198808,1.00024,2.67909,1.67929,3.67892,1.00006
0.49,0.199628,1.00025,2.6771,1.6773,3.67694,1.00007
0.5,0.200652,1.00025,2.6751,1.67529,3.67496,1.00008
0.51,0.20176,1.00025,2.67309,1.67328,3.67297,1.00009
0.52,0.202666,1.00025,2.67107,1.67127,3.67095,1.00009
0.53,0.203215,1.00026,2.66904,1.66925,3.6689,1.00008
0.54,0.203725,1.00025,2.66701,1.66721,3.66685,1.00007
0.55,0.204214,1.00024,2.66497,1.66517,3.6648,1.00006
0.56,0.204802,1.00026,2.66292,1.66313,3.66275,1.00007
0.57,0.205473,1.00027,2.66087,1.66108,3.6607,1.00008
0.58,0.206363,1.00026,2.65881,1.65901,3.65867,1.00009
0.59,0.207341,1.00026,2.65675,1.65695,3.65661,1.0001
0.6,0.207897,1.00027,2.65467,1.65489,3.65453,1.00009
0.61,0.208278,1.00027,2.65259,1.65281,3.65243,1.00008
0.62,0.208632,1.00027,2.65051,1.65073,3.65033,1.00007
0.63,0.209012,1.00028,2.64842,1.64865,3.64823,1.00007
0.64,0.209496,1.0003,2.64633,1.64657,3.64613,1.00008
0.65,0.210169,1.0003,2.64423,1.64446,3.64405,1.00009
0.66,0.210997,1.00029,2.64212,1.64235,3.64197,1.0001
0.67,0.211701,1.0003,2.64001,1.64026,3.63986,1.0001
0.68,0.211957,1.00031,2.63789,1.63816,3.63773,1.00009
0.69,0.212208,1.00031,2.63577,1.63603,3.63558,1.00008
0.7,0.212429,1.0003,2.63365,1.63391,3.63345,1.00007
0.71,0.212744,1.00032,2.63153,1.63179,3.63132,1.00009
0.72,0.213198,1.00032,2.6294,1.62966,3.62921,1.0001
0.73,0.213857,1.00031,2.62726,1.62751,3.6271,1.00011
0.74,0.214608,1.00031,2.62512,1.62537,3.62497,1.00011
0.75,0.214852,1.00031,2.62297,1.62324,3.62282,1.0001
0.76,0.214986,1.00031,2.62083,1.62108,3.62065,1.00009
0.77,0.215121,1.0003,2.61868,1.61893,3.61848,1.00008
0.78,0.215355,1.00032,2.61652,1.61679,3.61633,1.00008
0.79,0.215736,1.00033,2.61437,1.61464,3.61418,1.0001
0.8,0.216353,1.00032,2.61221,1.61246,3.61204,1.00011
0.81,0.217069,1.00032,2.61004,1.6103,3.60989,1.00011
0.82,0.217414,1.00032,2.60787,1.60814,3.60772,1.00011
0.83,0.217546,1.00032,2.6057,1.60596,3.60552,1.0001
0.84,0.217665,1.00031,2.60352,1.60378,3.60332,1.00008
0.85,0.217849,1.00032,2.60135,1.60161,3.60114,1.00009
0.86,0.218129,1.00034,2.59917,1.59944,3.59895,1.0001
0.87,0.21863,1.00034,2.59698,1.59725,3.59679,1.00011
0.88,0.219295,1.00034,2.5948,1.59506,3.59462,1.00012
0.89,0.219676,1.00035,2.5926,1.59288,3.59242,1.00011
0.9,0.219773,1.00035,2.59041,1.59069,3.5902,1.00011
0.91,0.219843,1.00035,2.58821,1.58849,3.58798,1.00009
0.92,0.219942,1.00036,2.58601,1.5863,3.58578,1.00009
0.93,0.220169,1.00038,2.58381,1.58411,3.58357,1.00011
0.94,0.220604,1.00037,2.58161,1.5819,3.58138,1.00012
0.95,0.221209,1.00037,2.5794,1.57968,3.5792,1.00012
0.96,0.221607,1.00037,2.57719,1.57748,3.57699,1.00012
0.97,0.221623,1.00037,2.57497,1.57528,3.57476,1.00011
0.98,0.221652,1.00037,2.57275,1.57305,3.57252,1.0001
0.99,0.2217,1.00037,2.57054,1.57084,3.57029,1.0001
1,0.221885,1.00039,2.56832,1.56863,3.56808,1.00011
1.01,0.222266,1.00038,2.5661,1.5664,3.56587,1.00012
1.02,0.222829,1.00037,2.56388,1.56416,3.56367,1.00013
1.03,0.223235,1.00037,2.56165,1.56194,3.56145,1.00012
1.04,0.223224,1.00038,2.55942,1.55972,3.5592,1.00011
1.05,0.22319,1.00037,2.55718,1.55748,3.55695,1.0001
1.06,0.223195,1.00038,2.55495,1.55526,3.55471,1.0001
1.07,0.223335,1.0004,2.55272,1.55304,3.55247,1.00012
1.08,0.223705,1.0004,2.55049,1.5508,3.55025,1.00013
1.09,0.22423,1.00039,2.54825,1.54855,3.54804,1.00013
1.1,0.224587,1.00039,2.546,1.54632,3.5458,1.00013
1.11,0.224546,1.00039,2.54376,1.54408,3.54354,1.00012
1.12,0.2245,1.00039,2.54151,1.54182,3.54127,1.00011
1.13,0.224489,1.00039,2.53927,1.53958,3.53902,1.00011
1.14,0.224602,1.00041,2.53703,1.53735,3.53677,1.00012
1.15,0.224921,1.00041,2.53478,1.53509,3.53454,1.00013
1.16,0.225426,1.0004,2.53253,1.53284,3.53231,1.00013
1.17,0.225717,1.0004,2.53027,1.5306,3.53006,1.00013
1.18,0.225648,1.00041,2.52802,1.52835,3.52779,1.00012
1.19,0.225558,1.0004,2.52576,1.52609,3.52551,1.00011
1.2,0.225503,1.00041,2.52351,1.52384,3.52325,1.00011
1.21,0.225589,1.00043,2.52125,1.5216,3.52099,1.00013
1.22,0.225888,1.00043,2.519,1.51934,3.51874,1.00013
1.23,0.226355,1.00043,2.51674,1.51708,3.5165,1.00014
1.24,0.226413,1.00043,2.51447,1.51483,3.51424,1.00014
1.25,0.226303,1.00044,2.51221,1.51258,3.51196,1.00013
1.26,0.226203,1.00044,2.50995,1.51032,3.50967,1.00012
1.27,0.226141,1.00045,2.50769,1.50806,3.5074,1.00012
1.28,0.226179,1.00047,2.50543,1.50581,3.50514,1.00014
1.29,0.22644,1.00046,2.50316,1.50353,3.5029,1.00014
1.3,0.226872,1.00045,2.5009,1.50126,3.50066,1.00015
1.31,0.227033,1.00045,2.49863,1.49901,3.49839,1.00014
1.32,0.226868,1.00046,2.49636,1.49674,3.4961,1.00013
1.33,0.226703,1.00044,2.49409,1.49446,3.49382,1.00012
1.34,0.226625,1.00045,2.49183,1.4922,3.49156,1.00013
1.35,0.226712,1.00046,2.48956,1.48994,3.48929,1.00014
1.36,0.22706,1.00045,2.48729,1.48765,3.48705,1.00015
1.37,0.227522,1.00043,2.48502,1.48537,3.4848,1.00015
1.38,0.22759,1.00043,2.48275,1.48311,3.48253,1.00014
1.39,0.227463,1.00043,2.48047,1.48083,3.48023,1.00013
1.4,0.227349,1.00042,2.4782,1.47855,3.47794,1.00012
1.41,0.227333,1.00044,2.47593,1.47628,3.47565,1.00013
1.42,0.227429,1.00046,2.47365,1.47402,3.47338,1.00014
1.43,0.227773,1.00046,2.47138,1.47174,3.47112,1.00015
1.44,0.228241,1.00046,2.4691,1.46946,3.46885,1.00015
1.45,0.228246,1.00047,2.46682,1.4672,3.46656,1.00015
1.46,0.228132,1.00048,2.46454,1.46492,3.46425,1.00014
1.47,0.228006,1.00047,2.46226,1.46264,3.46195,1.00013
1.48,0.227992,1.0005,2.45998,1.46037,3.45967,1.00014
1.49,0.228123,1.00051,2.4577,1.45809,3.45739,1.00015
1.5,0.228485,1.00049,2.45542,1.4558,3.45513,1.00016
1.51,0.228901,1.00049,2.45313,1.45352,3.45286,1.00016
1.52,0.228812,1.0005,2.45084,1.45124,3.45056,1.00016
1.53,0.228656,1.00049,2.44855,1.44895,3.44825,1.00014
1.54,0.228517,1.00049,2.44627,1.44666,3.44596,1.00013
1.55,0.228497,1.0005,2.44398,1.44438,3.44367,1.00015
1.56,0.228643,1.0005,2.4417,1.44209,3.4414,1.00016
1.57,0.229003,1.00049,2.43941,1.43979,3.43913,1.00016
1.58,0.22936,1.00048,2.43712,1.4375,3.43685,1.00016
1.59,0.229213,1.00049,2.43483,1.43522,3.43455,1.00015
1.6,0.229014,1.00049,2.43254,1.43293,3.43224,1.00014
1.61,0.228855,1.00049,2.43025,1.43064,3.42994,1.00014
1.62,0.22883,1.00051,2.42796,1.42837,3.42765,1.00015
1.63,0.229018,1.00052,2.42567,1.42608,3.42537,1.00016
1.64,0.229387,1.00051,2.42338,1.42378,3.4231,1.00017
1.65,0.229627,1.00051,2.42109,1.42149,3.42081,1.00017
1.66,0.229437,1.00051,2.41879,1.4192,3.4185,1.00016
1.67,0.229245,1.0005,2.4165,1.4169,3.41619,1.00015
1.68,0.229102,1.00051,2.41421,1.41461,3.41389,1.00015
1.69,0.229084,1.00052,2.41192,1.41233,3.4116,1.00016
1.7,0.229276,1.00052,2.40963,1.41003,3.40932,1.00016
1.71,0.229659,1.00051,2.40734,1.40773,3.40705,1.00017
1.72,0.229765,1.00051,2.40504,1.40545,3.40476,1.00017
1.73,0.229567,1.00052,2.40274,1.40316,3.40244,1.00016
1.74,0.229355,1.00051,2.40045,1.40086,3.40013,1.00015
1.75,0.229225,1.00053,2.39816,1.39858,3.39783,1.00015
1.76,0.22921,1.00054,2.39587,1.3963,3.39554,1.00016
1.77,0.229435,1.00054,2.39357,1.394,3.39326,1.00017
1.78,0.229809,1.00053,2.39128,1.3917,3.39098,1.00017
1.79,0.229773,1.00054,2.38898,1.38943,3.38868,1.00017
1.8,0.229517,1.00055,2.38669,1.38713,3.38636,1.00016
1.81,0.229301,1.00054,2.38439,1.38484,3.38405,1.00015
1.82,0.229156,1.00056,2.3821,1.38255,3.38175,1.00016
1.83,0.229142,1.00057,2.37981,1.38026,3.37947,1.00017
1.84,0.229362,1.00055,2.37752,1.37796,3.3772,1.00017
1.85,0.229698,1.00054,2.37522,1.37566,3.37493,1.00018
1.86,0.229567,1.00055,2.37293,1.37338,3.37262,1.00017
1.87,0.229286,1.00055,2.37063,1.37108,3.37031,1.00016
1.88,0.229044,1.00054,2.36834,1.36878,3.36801,1.00015
1.89,0.228922,1.00056,2.36605,1.3665,3.36572,1.00016
1.9,0.229011,1.00056,2.36377,1.36421,3.36344,1.00017
1.91,0.229345,1.00055,2.36147,1.36191,3.36117,1.00018
1.92,0.22967,1.00054,2.35918,1.35962,3.35889,1.00018
1.93,0.22953,1.00055,2.35688,1.35733,3.35658,1.00018
1.94,0.229317,1.00054,2.35459,1.35502,3.35426,1.00016
1.95,0.229128,1.00054,2.3523,1.35273,3.35196,1.00015
1.96,0.229065,1.00056,2.35001,1.35045,3.34966,1.00017
1.97,0.229169,1.00056,2.34772,1.34816,3.34738,1.00017
1.98,0.229486,1.00055,2.34543,1.34586,3.34511,1.00018
1.99,0.229712,1.00056,2.34313,1.34358,3.34282,1.00018
2,0.229511,1.00057,2.34084,1.3413,3.34051,1.00018
2.01,0.229285,1.00057,2.33854,1.339,3.33819,1.00017
2.02,0.229081,1.00058,2.33625,1.33671,3.33589,1.00017
2.03,0.229023,1.00059,2.33396,1.33443,3.33359,1.00018
2.04,0.228972,1.00059,2.33167,1.33214,3.33132,1.00018
