time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,6,5,7,1
0.01,0.019697,1,5.9999,4.9999,6.9999,1
0.02,0.0391225,0.999996,5.99961,4.99961,6.99961,0.999999
0.03,0.0581887,1,5.99913,4.99913,6.99912,0.999997
0.04,0.076968,1.00001,5.99845,4.99846,6.99844,1
0.05,0.0954603,1.00003,5.99759,4.99762,6.99757,1.00001
0.06,0.113644,1.00005,5.99655,4.99659,6.99651,1.00001
0.07,0.131569,1.00008,5.99532,4.99539,6.99527,1.00002
0.08,0.14925,1.00009,5.99392,4.994,6.99385,1.00002
0.09,0.166663,1.00011,5.99235,4.99245,6.99224,1.00001
0.1,0.183865,1.00016,5.99059,4.99072,6.99047,1.00003
0.11,0.201012,1.00022,5.98867,4.98884,6.98851,1.00006
0.12,0.217795,1.00028,5.98658,4.9868,6.98639,1.00008
0.13,0.234325,1.00031,5.98432,4.98457,6.98413,1.00009
0.14,0.250634,1.00035,5.9819,4.98216,6.98169,1.00012
0.15,0.266727,1.00041,5.97931,4.97961,6.97907,1.00014
0.16,0.282562,1.0005,5.97657,4.97692,6.97625,1.00016
0.17,0.298222,1.00061,5.97367,4.97409,6.97326,1.0002
0.18,0.313685,1.00073,5.97061,4.9711,6.97011,1.00024
0.19,0.32896,1.00084,5.9674,4.96796,6.9668,1.00026
0.2,0.343966,1.00091,5.96403,4.96465,6.9634,1.00029
0.21,0.358767,1.00101,5.96052,4.9612,6.95982,1.00032
0.22,0.373429,1.00118,5.95686,4.95765,6.95605,1.00038
0.23,0.387861,1.00134,5.95306,4.95396,6.95213,1.00043
0.24,0.402071,1.00149,5.94911,4.95013,6.94806,1.00046
0.25,0.415933,1.00158,5.94502,4.9461,6.94393,1.00049
0.26,0.429837,1.00173,5.94079,4.94194,6.93962,1.00057
0.27,0.443633,1.00188,5.93643,4.93765,6.93514,1.00062
0.28,0.457118,1.00203,5.93193,4.93326,6.93051,1.00065
0.29,0.470511,1.00216,5.92729,4.92872,6.92581,1.0007
0.3,0.483696,1.00233,5.92252,4.92405,6.92095,1.00077
0.31,0.496675,1.00247,5.91762,4.91923,6.91593,1.00082
0.32,0.509487,1.0026,5.91259,4.91432,6.91082,1.00085
0.33,0.522258,1.00276,5.90743,4.90926,6.90558,1.00092
0.34,0.534827,1.00291,5.90215,4.90407,6.90017,1.00096
0.35,0.547219,1.00304,5.89674,4.89877,6.89468,1.00099
0.36,0.559486,1.00317,5.89121,4.89332,6.8891,1.00105
0.37,0.571594,1.00332,5.88555,4.88777,6.88332,1.00109
0.38,0.583501,1.00347,5.87978,4.88212,6.87746,1.00113
0.39,0.595354,1.0036,5.87389,4.87629,6.87149,1.00119
0.4,0.606992,1.0037,5.86788,4.87036,6.86538,1.0012
0.41,0.618717,1.00383,5.86175,4.86433,6.85922,1.00126
0.42,0.630134,1.00393,5.8555,4.85815,6.85292,1.00131
0.43,0.641382,1.00406,5.84915,4.85188,6.84644,1.00133
0.44,0.652578,1.00419,5.84268,4.84548,6.83991,1.00139
0.45,0.663602,1.00428,5.8361,4.83895,6.83321,1.0014
0.46,0.674538,1.00443,5.82941,4.83236,6.82645,1.00147
0.47,0.685258,1.00454,5.82261,4.82563,6.81959,1.0015
0.48,0.695875,1.00467,5.81571,4.81881,6.81257,1.00154
0.49,0.706412,1.00479,5.8087,4.81189,6.8055,1.00158
0.5,0.716574,1.00491,5.80158,4.80486,6.7983,1.00162
0.51,0.726857,1.00503,5.79437,4.79772,6.79103,1.00167
0.52,0.736995,1.00517,5.78705,4.79049,6.78359,1.0017
0.53,0.747085,1.00531,5.77963,4.78315,6.77609,1.00176
0.54,0.75704,1.00543,5.77211,4.77572,6.76847,1.00179
0.55,0.766835,1.00559,5.76449,4.7682,6.76077,1.00185
0.56,0.776409,1.00571,5.75678,4.76059,6.75297,1.00188
