time,velocity,ratio,centerX,Xmax,Xmin,Ymax
0,0,1,2.75,1.75,3.75,1
0.01,0.0190122,1.00001,2.7499,1.74991,3.7499,1
0.02,0.036932,1.00002,2.74963,1.74964,3.74961,1.00001
0.03,0.0538307,1.00006,2.74917,1.74922,3.74913,1.00002
0.04,0.0697875,1.00009,2.74856,1.74862,3.74849,1.00003
0.05,0.0848054,1.00012,2.74778,1.74787,3.7477,1.00004
0.06,0.0990687,1.00015,2.74686,1.74697,3.74676,1.00005
0.07,0.112605,1.00017,2.74581,1.74592,3.74569,1.00005
0.08,0.125506,1.00017,2.74462,1.74475,3.74449,1.00004
0.09,0.137814,1.00016,2.7433,1.74344,3.74317,1.00003
0.1,0.149686,1.00015,2.74187,1.742,3.74174,1.00002
0.11,0.161106,1.00013,2.74031,1.74044,3.74021,1.00002
0.12,0.172125,1.00009,2.73865,1.73873,3.7386,1.00003
0.13,0.182728,1.00008,2.73688,1.73693,3.73686,1.00004
0.14,0.192897,1.00009,2.735,1.73506,3.73498,1.00005
0.15,0.202579,1.00012,2.73302,1.73312,3.73297,1.00005
0.16,0.211755,1.00016,2.73095,1.73108,3.73086,1.00004
0.17,0.22044,1.00017,2.72879,1.72893,3.72867,1.00003
0.18,0.228725,1.00016,2.72655,1.72669,3.72641,1.00002
0.19,0.236819,1.0002,2.72422,1.72437,3.72407,1.00004
0.2,0.244712,1.00019,2.72181,1.72195,3.7217,1.00007
0.21,0.252442,1.0002,2.71933,1.71946,3.71923,1.00009
0.22,0.259703,1.00023,2.71677,1.71693,3.71665,1.00009
0.23,0.266551,1.00024,2.71414,1.71433,3.71398,1.00007
0.24,0.273045,1.00024,2.71144,1.71165,3.71125,1.00005
0.25,0.279439,1.00027,2.70868,1.7089,3.70848,1.00006
0.26,0.285796,1.00025,2.70585,1.70603,3.7057,1.00008
0.27,0.292024,1.00022,2.70297,1.70311,3.70285,1.00009
0.28,0.297733,1.00023,2.70002,1.70018,3.69989,1.00009
0.29,0.303143,1.00024,2.69701,1.6972,3.69684,1.00006
0.3,0.308394,1.00027,2.69396,1.69418,3.69375,1.00006
0.31,0.313703,1.00028,2.69085,1.69108,3.69066,1.00007
0.32,0.31899,1.00024,2.68769,1.68786,3.68756,1.00009
0.33,0.323796,1.00024,2.68447,1.68464,3.68435,1.0001
0.34,0.328336,1.00025,2.68121,1.68139,3.68104,1.00007
0.35,0.332632,1.0003,2.67791,1.67814,3.67769,1.00008
0.36,0.337208,1.00033,2.67456,1.67482,3.67434,1.00009
0.37,0.341708,1.0003,2.67117,1.6714,3.671,1.0001
0.38,0.345777,1.00029,2.66773,1.66794,3.66756,1.0001
0.39,0.349627,1.00029,2.66425,1.66446,3.66406,1.00009
0.4,0.353559,1.00035,2.66074,1.66099,3.6605,1.0001
